Author	Link	identifier
Karin Moen	https://www.dbnl.org/auteurs/auteur.php?id=moen033	moen033
Rudolf Steinmetz	https://www.dbnl.org/auteurs/auteur.php?id=stei011	stei011
S.G. de Vries	https://www.dbnl.org/auteurs/auteur.php?id=vrie092	vrie092
Louis D. Petit	https://www.dbnl.org/auteurs/auteur.php?id=peti002	peti002
G.J.W. Koolemans Beijnen	https://www.dbnl.org/auteurs/auteur.php?id=kool010	kool010
J. Verdam	https://www.dbnl.org/auteurs/auteur.php?id=verd003	verd003
Gerardus Johannes van der Hoeve	https://www.dbnl.org/auteurs/auteur.php?id=hoev007	hoev007
T. Zaaijer	https://www.dbnl.org/auteurs/auteur.php?id=zaai001	zaai001
J.M. Nuyts	https://www.dbnl.org/auteurs/auteur.php?id=nuyt035	nuyt035
J.E. Banck	https://www.dbnl.org/auteurs/auteur.php?id=banc001	banc001
Jan Frederik Willem Conrad	https://www.dbnl.org/auteurs/auteur.php?id=conr006	conr006
T.C. van der Kulk	https://www.dbnl.org/auteurs/auteur.php?id=kulk001	kulk001
W.R. Veder	https://www.dbnl.org/auteurs/auteur.php?id=vede004	vede004
J. Herderscheê	https://www.dbnl.org/auteurs/auteur.php?id=herd004	herd004
W.H. Stenfert Kroese	https://www.dbnl.org/auteurs/auteur.php?id=sten003	sten003
H.J. de Dompierre de Chaufepié	https://www.dbnl.org/auteurs/auteur.php?id=domp001	domp001
François van Veerdeghem	https://www.dbnl.org/auteurs/auteur.php?id=veer009	veer009
B. van Meer	https://www.dbnl.org/auteurs/auteur.php?id=meer060	meer060
Johan Adriaan Feith	https://www.dbnl.org/auteurs/auteur.php?id=feit013	feit013
J.W.M. Schorer	https://www.dbnl.org/auteurs/auteur.php?id=scho112	scho112
Corneille L. Landré	https://www.dbnl.org/auteurs/auteur.php?id=land021	land021
Carel Eduard Daniëls	https://www.dbnl.org/auteurs/auteur.php?id=dani003	dani003
J. Jelgerhuis Swildens	https://www.dbnl.org/auteurs/auteur.php?id=jelg004	jelg004
J.G. Nijk	https://www.dbnl.org/auteurs/auteur.php?id=nijk004	nijk004
Thomas Nolen	https://www.dbnl.org/auteurs/auteur.php?id=nole007	nole007
P.J. Muller	https://www.dbnl.org/auteurs/auteur.php?id=mull032	mull032
E.N. Rahusen	https://www.dbnl.org/auteurs/auteur.php?id=rahu001	rahu001
Godschalk Horatius van Borssum Waalkes	https://www.dbnl.org/auteurs/auteur.php?id=waal012	waal012
Wilco Julius van Welderen Baron Rengers	https://www.dbnl.org/auteurs/auteur.php?id=weld001	weld001
O.J.H. van Limburg Stirum	https://www.dbnl.org/auteurs/auteur.php?id=limb012	limb012
Jacob Cornelis van Slee	https://www.dbnl.org/auteurs/auteur.php?id=slee005	slee005
M.A. Gooszen	https://www.dbnl.org/auteurs/auteur.php?id=goos010	goos010
P. Feenstra jr.	https://www.dbnl.org/auteurs/auteur.php?id=feen005	feen005
J.G.C. Joosting	https://www.dbnl.org/auteurs/auteur.php?id=joos011	joos011
J.T. Cremer	https://www.dbnl.org/auteurs/auteur.php?id=crem004	crem004
J.J. Tavenraat	https://www.dbnl.org/auteurs/auteur.php?id=tave005	tave005
Willem Polman Kruseman	https://www.dbnl.org/auteurs/auteur.php?id=polm003	polm003
Jan te Winkel	https://www.dbnl.org/auteurs/auteur.php?id=wink002	wink002
G.H. Leignes Bakhoven	https://www.dbnl.org/auteurs/auteur.php?id=leig002	leig002
J.M.L. Keuller	https://www.dbnl.org/auteurs/auteur.php?id=keul007	keul007
Rijke de Wolf	https://www.dbnl.org/auteurs/auteur.php?id=wolf012	wolf012
J.S. van Veen	https://www.dbnl.org/auteurs/auteur.php?id=veen040	veen040
L.H. Slotemaker	https://www.dbnl.org/auteurs/auteur.php?id=slot009	slot009
R.A. van Sandick	https://www.dbnl.org/auteurs/auteur.php?id=sand019	sand019
Thérèse Hoven	https://www.dbnl.org/auteurs/auteur.php?id=hove006	hove006
J.E. Heeres	https://www.dbnl.org/auteurs/auteur.php?id=heer031	heer031
Johannes de Hullu	https://www.dbnl.org/auteurs/auteur.php?id=hull006	hull006
Tj. Kielstra	https://www.dbnl.org/auteurs/auteur.php?id=kiel002	kiel002
Ludolf Willem Bakhuizen van den Brink	https://www.dbnl.org/auteurs/auteur.php?id=bakh005	bakh005
Ernst Wilhelm Moes	https://www.dbnl.org/auteurs/auteur.php?id=moes003	moes003
Frederik Pijper	https://www.dbnl.org/auteurs/auteur.php?id=pijp003	pijp003
W.A. Arriëns	https://www.dbnl.org/auteurs/auteur.php?id=arri002	arri002
F.A. van den Heuvel	https://www.dbnl.org/auteurs/auteur.php?id=heuv019	heuv019
J. Baart de la Faille	https://www.dbnl.org/auteurs/auteur.php?id=baar009	baar009
J.H.W. Leliman	https://www.dbnl.org/auteurs/auteur.php?id=leli001	leli001
W.W. van der Meulen	https://www.dbnl.org/auteurs/auteur.php?id=meul031	meul031
Is. van Dijk	https://www.dbnl.org/auteurs/auteur.php?id=dijk038	dijk038
Hotse Brongersma	https://www.dbnl.org/auteurs/auteur.php?id=bron015	bron015
R.W.P. de Vries	https://www.dbnl.org/auteurs/auteur.php?id=vrie045	vrie045
L.J.J. Hageraats	https://www.dbnl.org/auteurs/auteur.php?id=hage019	hage019
J.C. Vollgraff	https://www.dbnl.org/auteurs/auteur.php?id=voll011	voll011
J.C.G. Jonker	https://www.dbnl.org/auteurs/auteur.php?id=jonk009	jonk009
A.P.Th. Eyssell	https://www.dbnl.org/auteurs/auteur.php?id=eyss003	eyss003
P.J.F. du Bois	https://www.dbnl.org/auteurs/auteur.php?id=bois004	bois004
M.Th. Houtsma	https://www.dbnl.org/auteurs/auteur.php?id=hout034	hout034
H.J. Calkoen	https://www.dbnl.org/auteurs/auteur.php?id=calk004	calk004
Jacob Domela Nieuwenhuis	https://www.dbnl.org/auteurs/auteur.php?id=nieu036	nieu036
Y.H. Rogge	https://www.dbnl.org/auteurs/auteur.php?id=rogg016	rogg016
Daniel de Swaef	https://www.dbnl.org/auteurs/auteur.php?id=swae009	swae009
L.J. Sicking	https://www.dbnl.org/auteurs/auteur.php?id=sick006	sick006
D.A. van Heyst	https://www.dbnl.org/auteurs/auteur.php?id=heys009	heys009
C.H. van Rhijn	https://www.dbnl.org/auteurs/auteur.php?id=rhij003	rhij003
Philip Christiaan Molhuyzen	https://www.dbnl.org/auteurs/auteur.php?id=molh002	molh002
J.C. Jansen	https://www.dbnl.org/auteurs/auteur.php?id=jans096	jans096
Alexander Frederik de Savornin Lohman	https://www.dbnl.org/auteurs/auteur.php?id=savo002	savo002
A.O. van Kerkwijk	https://www.dbnl.org/auteurs/auteur.php?id=kerk011	kerk011
Willem Draaijer	https://www.dbnl.org/auteurs/auteur.php?id=draa002	draa002
Eppe Wiersum	https://www.dbnl.org/auteurs/auteur.php?id=wier025	wier025
J.P. Lotsy	https://www.dbnl.org/auteurs/auteur.php?id=lots001	lots001
S. Cramer	https://www.dbnl.org/auteurs/auteur.php?id=cram011	cram011
H. Rogaar	https://www.dbnl.org/auteurs/auteur.php?id=roga001	roga001
E.C. Godée Molsbergen	https://www.dbnl.org/auteurs/auteur.php?id=gode006	gode006
J.H. Abendanon	https://www.dbnl.org/auteurs/auteur.php?id=aben001	aben001
Jan C. de Vos	https://www.dbnl.org/auteurs/auteur.php?id=vos_014	vos_014
F. van Gheel Gildemeester	https://www.dbnl.org/auteurs/auteur.php?id=ghee005	ghee005
Seerp Gratama	https://www.dbnl.org/auteurs/auteur.php?id=grat003	grat003
G. Fuldauer	https://www.dbnl.org/auteurs/auteur.php?id=fuld001	fuld001
J. van Kuyk	https://www.dbnl.org/auteurs/auteur.php?id=kuyk004	kuyk004
S.P. Haak	https://www.dbnl.org/auteurs/auteur.php?id=haak009	haak009
A.F.O. Sasse van Ysselt	https://www.dbnl.org/auteurs/auteur.php?id=sass010	sass010
D.A. van Waalwijk	https://www.dbnl.org/auteurs/auteur.php?id=waal015	waal015
Johanna Snellen	https://www.dbnl.org/auteurs/auteur.php?id=snel004	snel004
A.A. van Schelven	https://www.dbnl.org/auteurs/auteur.php?id=sche033	sche033
G.E.W. van Hille	https://www.dbnl.org/auteurs/auteur.php?id=hill013	hill013
E.J. van der Brugh	https://www.dbnl.org/auteurs/auteur.php?id=brug033	brug033
G.D.A. Jonckbloet	https://www.dbnl.org/auteurs/auteur.php?id=jonc002	jonc002
R. van der Meulen Rz.	https://www.dbnl.org/auteurs/auteur.php?id=meul129	meul129
Th. Morren	https://www.dbnl.org/auteurs/auteur.php?id=morr005	morr005
Hendrik Blink	https://www.dbnl.org/auteurs/auteur.php?id=blin002	blin002
Charles René Bakhuizen van den Brink	https://www.dbnl.org/auteurs/auteur.php?id=bakh006	bakh006
P. Albers S.J.	https://www.dbnl.org/auteurs/auteur.php?id=albe022	albe022
Marinus Willem de Visser	https://www.dbnl.org/auteurs/auteur.php?id=viss055	viss055
B.J.F. Varenhorst	https://www.dbnl.org/auteurs/auteur.php?id=vare005	vare005
H.J. Romeijn	https://www.dbnl.org/auteurs/auteur.php?id=rome011	rome011
Joseph van Wely, O.P.	https://www.dbnl.org/auteurs/auteur.php?id=wely001	wely001
F.J. Kruitwagen	https://www.dbnl.org/auteurs/auteur.php?id=krui011	krui011
Martinus Beversluis	https://www.dbnl.org/auteurs/auteur.php?id=beve012	beve012
E.A.A. van Heekeren	https://www.dbnl.org/auteurs/auteur.php?id=heek003	heek003
E. Zuidema	https://www.dbnl.org/auteurs/auteur.php?id=zuid001	zuid001
H.H. Juynboll	https://www.dbnl.org/auteurs/auteur.php?id=juyn001	juyn001
Vincent Loosjes	https://www.dbnl.org/auteurs/auteur.php?id=loos010	loos010
Ant. Averkamp	https://www.dbnl.org/auteurs/auteur.php?id=aver002	aver002
Joh. A. Leopold	https://www.dbnl.org/auteurs/auteur.php?id=leop008	leop008
Reinier van der Meulen Rz.	https://www.dbnl.org/auteurs/auteur.php?id=meul013	meul013
Jos. Jacobson	https://www.dbnl.org/auteurs/auteur.php?id=jaco042	jaco042
Jan Kalff Jr.	https://www.dbnl.org/auteurs/auteur.php?id=kalf009	kalf009
Frederic Adolph Hoefer	https://www.dbnl.org/auteurs/auteur.php?id=hoef007	hoef007
M.G. Wildeman	https://www.dbnl.org/auteurs/auteur.php?id=wild017	wild017
Th.P.H. van Aalst	https://www.dbnl.org/auteurs/auteur.php?id=aals004	aals004
C.W.A. van Haersolte van den Doorn	https://www.dbnl.org/auteurs/auteur.php?id=haer008	haer008
H.M. van Nes	https://www.dbnl.org/auteurs/auteur.php?id=nes_002	nes_002
Willem Vogelsang	https://www.dbnl.org/auteurs/auteur.php?id=voge018	voge018
Klaas Uilkema	https://www.dbnl.org/auteurs/auteur.php?id=uilk002	uilk002
L.W.A.M. Lasonder	https://www.dbnl.org/auteurs/auteur.php?id=laso002	laso002
E.T. Kuiper	https://www.dbnl.org/auteurs/auteur.php?id=kuip019	kuip019
Jan Leendert van Dalen	https://www.dbnl.org/auteurs/auteur.php?id=dale014	dale014
J.G.L. Nolst Trenité	https://www.dbnl.org/auteurs/auteur.php?id=nols001	nols001
G.F. de Bruyn Kops	https://www.dbnl.org/auteurs/auteur.php?id=bruy028	bruy028
E.M. Meijers	https://www.dbnl.org/auteurs/auteur.php?id=meij045	meij045
Adriaan Beets	https://www.dbnl.org/auteurs/auteur.php?id=beet002	beet002
A.C.S. de Koe	https://www.dbnl.org/auteurs/auteur.php?id=koe_001	koe_001
E.C. van Leersum	https://www.dbnl.org/auteurs/auteur.php?id=leer007	leer007
H. Colijn	https://www.dbnl.org/auteurs/auteur.php?id=coli002	coli002
A.J. Servaas van Rooijen	https://www.dbnl.org/auteurs/auteur.php?id=rooi006	rooi006
Maarten van Rhijn	https://www.dbnl.org/auteurs/auteur.php?id=rhij004	rhij004
Valentijn Hepp	https://www.dbnl.org/auteurs/auteur.php?id=hepp001	hepp001
J.J. van Hille	https://www.dbnl.org/auteurs/auteur.php?id=hill012	hill012
A.A. Kok	https://www.dbnl.org/auteurs/auteur.php?id=kok_015	kok_015
H.D.H. Bosboom	https://www.dbnl.org/auteurs/auteur.php?id=bosb003	bosb003
W.J.M. Mulder	https://www.dbnl.org/auteurs/auteur.php?id=muld028	muld028
C.J.K. van Aalst	https://www.dbnl.org/auteurs/auteur.php?id=aals003	aals003
Johannes Henricus Scholten	https://www.dbnl.org/auteurs/auteur.php?id=scho020	scho020
W.J.J.C. Bijleveld	https://www.dbnl.org/auteurs/auteur.php?id=bijl009	bijl009
M.A. Evelein	https://www.dbnl.org/auteurs/auteur.php?id=evel001	evel001
J.C. van der Loos	https://www.dbnl.org/auteurs/auteur.php?id=loos013	loos013
J.W. Bierma	https://www.dbnl.org/auteurs/auteur.php?id=bier006	bier006
J.R. Callenbach	https://www.dbnl.org/auteurs/auteur.php?id=call015	call015
F. van Hoeck	https://www.dbnl.org/auteurs/auteur.php?id=hoec005	hoec005
J.C. Breen	https://www.dbnl.org/auteurs/auteur.php?id=bree008	bree008
W. van Schothorst	https://www.dbnl.org/auteurs/auteur.php?id=scho114	scho114
Albert Eekhof	https://www.dbnl.org/auteurs/auteur.php?id=eekh005	eekh005
Willem Gerard van der Tak	https://www.dbnl.org/auteurs/auteur.php?id=tak_003	tak_003
J.H. Garms jr.	https://www.dbnl.org/auteurs/auteur.php?id=garm002	garm002
H.E. Knappert	https://www.dbnl.org/auteurs/auteur.php?id=knap008	knap008
Frans Drion	https://www.dbnl.org/auteurs/auteur.php?id=drio002	drio002
Jacobus Heinsius	https://www.dbnl.org/auteurs/auteur.php?id=hein007	hein007
R.W. Zandvoort	https://www.dbnl.org/auteurs/auteur.php?id=zand006	zand006
Hendrik Bolkestein	https://www.dbnl.org/auteurs/auteur.php?id=bolk003	bolk003
G. van Hoorn	https://www.dbnl.org/auteurs/auteur.php?id=hoor020	hoor020
J.P. van Lonkhuijzen	https://www.dbnl.org/auteurs/auteur.php?id=lonk001	lonk001
M.H.A. van der Valk	https://www.dbnl.org/auteurs/auteur.php?id=valk024	valk024
Jo van Ham	https://www.dbnl.org/auteurs/auteur.php?id=ham_002	ham_002
Dirk Drijver	https://www.dbnl.org/auteurs/auteur.php?id=drij005	drij005
Pieter Rink	https://www.dbnl.org/auteurs/auteur.php?id=rink003	rink003
J.H. Kern	https://www.dbnl.org/auteurs/auteur.php?id=kern005	kern005
H.T. Damsté	https://www.dbnl.org/auteurs/auteur.php?id=dams007	dams007
Edward John Voûte	https://www.dbnl.org/auteurs/auteur.php?id=vout004	vout004
S. Sybenga	https://www.dbnl.org/auteurs/auteur.php?id=sybe004	sybe004
D. Plooij	https://www.dbnl.org/auteurs/auteur.php?id=ploo006	ploo006
J.E. Kroon	https://www.dbnl.org/auteurs/auteur.php?id=kroo013	kroo013
S.W.F. Margadant	https://www.dbnl.org/auteurs/auteur.php?id=marg006	marg006
Gillis André de la Porte	https://www.dbnl.org/auteurs/auteur.php?id=andr029	andr029
A. Goslinga	https://www.dbnl.org/auteurs/auteur.php?id=gosl001	gosl001
Johan Christoffel Ramaer	https://www.dbnl.org/auteurs/auteur.php?id=rama011	rama011
J.C. van Oven	https://www.dbnl.org/auteurs/auteur.php?id=oven002	oven002
Dirk Herderschêe	https://www.dbnl.org/auteurs/auteur.php?id=herd005	herd005
L.H.J. Lamberts Hurrelbrinck	https://www.dbnl.org/auteurs/auteur.php?id=lamb004	lamb004
J.P. van der Stok	https://www.dbnl.org/auteurs/auteur.php?id=stok008	stok008
G.A. Wumkes	https://www.dbnl.org/auteurs/auteur.php?id=wumk001	wumk001
H.P. Berdenis van Berlekom	https://www.dbnl.org/auteurs/auteur.php?id=berd002	berd002
P.L. Tack	https://www.dbnl.org/auteurs/auteur.php?id=tack001	tack001
A.S. de Blécourt	https://www.dbnl.org/auteurs/auteur.php?id=blec001	blec001
F.W. Stapel	https://www.dbnl.org/auteurs/auteur.php?id=stap009	stap009
J.E. Stokvis	https://www.dbnl.org/auteurs/auteur.php?id=stok009	stok009
M.A. van Andel	https://www.dbnl.org/auteurs/auteur.php?id=ande002	ande002
Pieter Fijn van Draat	https://www.dbnl.org/auteurs/auteur.php?id=fijn002	fijn002
Joh. F. Snelleman	https://www.dbnl.org/auteurs/auteur.php?id=snel012	snel012
P.J. de Kanter	https://www.dbnl.org/auteurs/auteur.php?id=kant005	kant005
V.H. Rutgers	https://www.dbnl.org/auteurs/auteur.php?id=rutg018	rutg018
Jacobus Henneman	https://www.dbnl.org/auteurs/auteur.php?id=henn009	henn009
G. Karsten	https://www.dbnl.org/auteurs/auteur.php?id=kars003	kars003
F.C. Wieder	https://www.dbnl.org/auteurs/auteur.php?id=wied001	wied001
M.E. Houck	https://www.dbnl.org/auteurs/auteur.php?id=houc003	houc003
P.J.M. van Gils	https://www.dbnl.org/auteurs/auteur.php?id=gils007	gils007
Caspert van Son	https://www.dbnl.org/auteurs/auteur.php?id=son_001	son_001
Augusta Peaux	https://www.dbnl.org/auteurs/auteur.php?id=peau001	peau001
J.H. Kuyper	https://www.dbnl.org/auteurs/auteur.php?id=kuyp017	kuyp017
Jacobus Funke	https://www.dbnl.org/auteurs/auteur.php?id=funk005	funk005
Marie C. van Zeggelen	https://www.dbnl.org/auteurs/auteur.php?id=zegg001	zegg001
Adolph Staring	https://www.dbnl.org/auteurs/auteur.php?id=star004	star004
Th. van Rheineck Leyssius	https://www.dbnl.org/auteurs/auteur.php?id=rhei001	rhei001
J.P. Kleiweg de Zwaan	https://www.dbnl.org/auteurs/auteur.php?id=klei024	klei024
Edgard Blancquaert	https://www.dbnl.org/auteurs/auteur.php?id=blan006	blan006
J.E. van der Laan	https://www.dbnl.org/auteurs/auteur.php?id=laan004	laan004
Etsko Kruisinga	https://www.dbnl.org/auteurs/auteur.php?id=krui005	krui005
Johannes Berg	https://www.dbnl.org/auteurs/auteur.php?id=berg090	berg090
J.J. de Gelder	https://www.dbnl.org/auteurs/auteur.php?id=geld025	geld025
Bastiaan Adriaan Pieter van Dam	https://www.dbnl.org/auteurs/auteur.php?id=dam_018	dam_018
J.H. van Lessen	https://www.dbnl.org/auteurs/auteur.php?id=less002	less002
A.L. van Beeck	https://www.dbnl.org/auteurs/auteur.php?id=beec004	beec004
Johanna Dorina Hintzen	https://www.dbnl.org/auteurs/auteur.php?id=hint001	hint001
Christine Mohrmann	https://www.dbnl.org/auteurs/auteur.php?id=mohr003	mohr003
H.F. Wijnman	https://www.dbnl.org/auteurs/auteur.php?id=wijn021	wijn021
Helbertine Anna Cornelia Beets-Damsté	https://www.dbnl.org/auteurs/auteur.php?id=beet011	beet011
Henri C.J.A. Mosmans C.ss.R	https://www.dbnl.org/auteurs/auteur.php?id=mosm001	mosm001
Bruno B. Becker	https://www.dbnl.org/auteurs/auteur.php?id=beck005	beck005
J.H. Broekman	https://www.dbnl.org/auteurs/auteur.php?id=broe062	broe062
A. Brom	https://www.dbnl.org/auteurs/auteur.php?id=brom006	brom006
H.A. van Bakel	https://www.dbnl.org/auteurs/auteur.php?id=bake010	bake010
Jo M. Sterck-Proot	https://www.dbnl.org/auteurs/auteur.php?id=ster020	ster020
F.W. Grosheide	https://www.dbnl.org/auteurs/auteur.php?id=gros005	gros005
G. Knop	https://www.dbnl.org/auteurs/auteur.php?id=knop001	knop001
David Kouwenaar	https://www.dbnl.org/auteurs/auteur.php?id=kouw005	kouw005
D.E. Bosselaar	https://www.dbnl.org/auteurs/auteur.php?id=boss029	boss029
A.T. Vos	https://www.dbnl.org/auteurs/auteur.php?id=vos_056	vos_056
Louise Kaiser	https://www.dbnl.org/auteurs/auteur.php?id=kais002	kais002
Adriaan E.H. Swaen	https://www.dbnl.org/auteurs/auteur.php?id=swae005	swae005
W.J. Kooiman	https://www.dbnl.org/auteurs/auteur.php?id=kooi017	kooi017
W.E. Boerman	https://www.dbnl.org/auteurs/auteur.php?id=boer051	boer051
Cor van der Lugt Melsert	https://www.dbnl.org/auteurs/auteur.php?id=lugt005	lugt005
M. Schönfeld	https://www.dbnl.org/auteurs/auteur.php?id=scho074	scho074
F.A. Le Poole	https://www.dbnl.org/auteurs/auteur.php?id=pool005	pool005
Jacob Clay	https://www.dbnl.org/auteurs/auteur.php?id=clay002	clay002
Henri Mayer	https://www.dbnl.org/auteurs/auteur.php?id=maye003	maye003
F.J. du Toit Spies	https://www.dbnl.org/auteurs/auteur.php?id=toit005	toit005
F.B.J. Kuiper	https://www.dbnl.org/auteurs/auteur.php?id=kuip028	kuip028
Hendrik Wagenvoort	https://www.dbnl.org/auteurs/auteur.php?id=wage016	wage016
Abraham Rutgers van der Loeff	https://www.dbnl.org/auteurs/auteur.php?id=rutg004	rutg004
Gerhard Sevenster	https://www.dbnl.org/auteurs/auteur.php?id=seve017	seve017
M.P. Vrij	https://www.dbnl.org/auteurs/auteur.php?id=vrij007	vrij007
Johannes de Zwaan	https://www.dbnl.org/auteurs/auteur.php?id=zwaa011	zwaa011
F.P. Huygens	https://www.dbnl.org/auteurs/auteur.php?id=huyg005	huyg005
J.L. Tadema	https://www.dbnl.org/auteurs/auteur.php?id=tade001	tade001
Brocardus Meyer	https://www.dbnl.org/auteurs/auteur.php?id=meye020	meye020
D.C. Tinbergen	https://www.dbnl.org/auteurs/auteur.php?id=tinb001	tinb001
A.C. van Waveren	https://www.dbnl.org/auteurs/auteur.php?id=wave001	wave001
S.J. van der Molen	https://www.dbnl.org/auteurs/auteur.php?id=mole004	mole004
W.F.J.M. Krul	https://www.dbnl.org/auteurs/auteur.php?id=krul006	krul006
Gerard Ras	https://www.dbnl.org/auteurs/auteur.php?id=ras_002	ras_002
J.J. Kalma	https://www.dbnl.org/auteurs/auteur.php?id=kalm003	kalm003
Chr.P. van Eeghen	https://www.dbnl.org/auteurs/auteur.php?id=eegh003	eegh003
J.J. van Bolhuis	https://www.dbnl.org/auteurs/auteur.php?id=bolh005	bolh005
P.J. Nienaber	https://www.dbnl.org/auteurs/auteur.php?id=nien005	nien005
Arie Mout	https://www.dbnl.org/auteurs/auteur.php?id=mout001	mout001
H. de Buck	https://www.dbnl.org/auteurs/auteur.php?id=buck003	buck003
G.M. de Gelder	https://www.dbnl.org/auteurs/auteur.php?id=geld026	geld026
P.H.G. van Gilse	https://www.dbnl.org/auteurs/auteur.php?id=gils004	gils004
J.W.J. Witsen Elias	https://www.dbnl.org/auteurs/auteur.php?id=wits003	wits003
D.P.M. Graswinckel	https://www.dbnl.org/auteurs/auteur.php?id=gras009	gras009
C.H. Lambermond	https://www.dbnl.org/auteurs/auteur.php?id=lamb029	lamb029
H.J.J. Scholtens	https://www.dbnl.org/auteurs/auteur.php?id=scho116	scho116
J. Barten S.J.	https://www.dbnl.org/auteurs/auteur.php?id=bart020	bart020
Willem van der Pluym	https://www.dbnl.org/auteurs/auteur.php?id=pluy003	pluy003
C.J. Bleeker	https://www.dbnl.org/auteurs/auteur.php?id=blee001	blee001
H.E. Buiskool	https://www.dbnl.org/auteurs/auteur.php?id=buis002	buis002
K.J. Riemens	https://www.dbnl.org/auteurs/auteur.php?id=riem013	riem013
T.S. Jansma	https://www.dbnl.org/auteurs/auteur.php?id=jans028	jans028
P. Polman	https://www.dbnl.org/auteurs/auteur.php?id=polm004	polm004
Rinske Visscher	https://www.dbnl.org/auteurs/auteur.php?id=viss058	viss058
W.R. Juynboll	https://www.dbnl.org/auteurs/auteur.php?id=juyn002	juyn002
A.J. Sormani	https://www.dbnl.org/auteurs/auteur.php?id=sorm001	sorm001
A. Wassenbergh	https://www.dbnl.org/auteurs/auteur.php?id=wass014	wass014
Gerrit Dekker	https://www.dbnl.org/auteurs/auteur.php?id=dekk004	dekk004
F.W.N. Hugenholtz	https://www.dbnl.org/auteurs/auteur.php?id=huge005	huge005
Chr.P. van Eeghen	https://www.dbnl.org/auteurs/auteur.php?id=eegh007	eegh007
R.A. Kern	https://www.dbnl.org/auteurs/auteur.php?id=kern006	kern006
Cunibertus Sloots	https://www.dbnl.org/auteurs/auteur.php?id=sloo007	sloo007
Hendrik Smitskamp	https://www.dbnl.org/auteurs/auteur.php?id=smit061	smit061
M.A. Schwartz	https://www.dbnl.org/auteurs/auteur.php?id=schw015	schw015
L.L. Hammerich	https://www.dbnl.org/auteurs/auteur.php?id=hamm005	hamm005
Onno Damsté	https://www.dbnl.org/auteurs/auteur.php?id=dams008	dams008
S.J.R. de Monchy	https://www.dbnl.org/auteurs/auteur.php?id=monc002	monc002
K. Fokkema	https://www.dbnl.org/auteurs/auteur.php?id=fokk007	fokk007
G.J. Sirks	https://www.dbnl.org/auteurs/auteur.php?id=sirk001	sirk001
W. Roukens	https://www.dbnl.org/auteurs/auteur.php?id=rouk002	rouk002
J.S. Schippers	https://www.dbnl.org/auteurs/auteur.php?id=schi048	schi048
A.P. Grové	https://www.dbnl.org/auteurs/auteur.php?id=grov001	grov001
A.P. van Schilfgaarde	https://www.dbnl.org/auteurs/auteur.php?id=schi049	schi049
R.R. Post	https://www.dbnl.org/auteurs/auteur.php?id=post029	post029
M.E. Kluit	https://www.dbnl.org/auteurs/auteur.php?id=klui003	klui003
H.G. Cannegieter	https://www.dbnl.org/auteurs/auteur.php?id=cann007	cann007
Frans Van Coetsem	https://www.dbnl.org/auteurs/auteur.php?id=coet001	coet001
Maria Elisabeth Houtzager	https://www.dbnl.org/auteurs/auteur.php?id=hout035	hout035
A.C. Bouman	https://www.dbnl.org/auteurs/auteur.php?id=boum003	boum003
Rudolf Mengelberg	https://www.dbnl.org/auteurs/auteur.php?id=meng002	meng002
Catharina Ypes	https://www.dbnl.org/auteurs/auteur.php?id=ypes001	ypes001
K.H. Miskotte	https://www.dbnl.org/auteurs/auteur.php?id=misk001	misk001
J.M.A.F. Smits van Waesberghe	https://www.dbnl.org/auteurs/auteur.php?id=smit039	smit039
T.J. Haarhoff	https://www.dbnl.org/auteurs/auteur.php?id=haar014	haar014
G. Kazemier	https://www.dbnl.org/auteurs/auteur.php?id=kaze001	kaze001
V.E. Korn	https://www.dbnl.org/auteurs/auteur.php?id=korn004	korn004
L. Brummel	https://www.dbnl.org/auteurs/auteur.php?id=brum003	brum003
M.J. Kloeke-van Lessen	https://www.dbnl.org/auteurs/auteur.php?id=kloe010	kloe010
Margrit de Sablonière	https://www.dbnl.org/auteurs/auteur.php?id=sabl001	sabl001
K.H.E. de Jong	https://www.dbnl.org/auteurs/auteur.php?id=jong036	jong036
J.F. Burger	https://www.dbnl.org/auteurs/auteur.php?id=burg026	burg026
P.S. du Toit	https://www.dbnl.org/auteurs/auteur.php?id=toit006	toit006
J.C. Winterink	https://www.dbnl.org/auteurs/auteur.php?id=wint021	wint021
A.J. Veenendaal sr.	https://www.dbnl.org/auteurs/auteur.php?id=veen022	veen022
A.H. van der Weel	https://www.dbnl.org/auteurs/auteur.php?id=weel003	weel003
Jan Tjittes Piebenga	https://www.dbnl.org/auteurs/auteur.php?id=pieb002	pieb002
P.C. Boeren	https://www.dbnl.org/auteurs/auteur.php?id=boer031	boer031
F.L.W.M. Buisman-de Savornin Lohman	https://www.dbnl.org/auteurs/auteur.php?id=buis005	buis005
K. Smits	https://www.dbnl.org/auteurs/auteur.php?id=smit060	smit060
Herman Gerrit Schulte Nordholt	https://www.dbnl.org/auteurs/auteur.php?id=schu066	schu066
H. Hardenberg	https://www.dbnl.org/auteurs/auteur.php?id=hard003	hard003
J.J. Poortman	https://www.dbnl.org/auteurs/auteur.php?id=poor011	poor011
G.I. Lieftinck	https://www.dbnl.org/auteurs/auteur.php?id=lief002	lief002
D.L. Daalder	https://www.dbnl.org/auteurs/auteur.php?id=daal003	daal003
S.P.E. Boshoff	https://www.dbnl.org/auteurs/auteur.php?id=bosh002	bosh002
Frits Huël	https://www.dbnl.org/auteurs/auteur.php?id=huel001	huel001
