identifier	birthCountry_json	deathCountry_json
rott004	België (Wallonië)	België (Wallonië)
roub002	Frankrijk	Frankrijk
roud001		
rouf001	Nederland	Nederland
rouk001		
rouk002	Nederland	Nederland
roul004		
rouw003		
roux003		
roux012		
rova001		
rove001	Nederland	Spanje
rove003	Nederland	Nederland
rove004		
rowa001		
roye002	Nederland	Nederland
roye004		
roye042		
roy_006	Nederland	
roy_029		
roze007		
roze016	Polen	
rubb006	België (Wallonië)	
ruck005		
rueb001	Indonesië	Nederland
ruij005		
ruit002		
ruit004		
ruit006		
ruit012	Nederland	
ruit017		
ruit021		
ruit032		
rumk001	Nederland	Zwitserland
rumk003		
runi003		
russ001	Nederland	
russ004	Suriname	
rute001		
rutg002		
rutg004		
rutg014	Nederland	
rutg018	Nederland	Duitsland
rutg037		
rutg038		
ruti001	Nederland	Nederland
rutk001	Nederland	Nederland
rutt004	Nederland	Italië
rutt006	België (Wallonië)	België (Wallonië)
rutt015	Nederland	Nederland
rutt016		
rutt021		
ruyg004		
ruys004	België (Wallonië)	België (Wallonië)
ruys006	België (Wallonië)	België (Wallonië)
ruys014	Nederland	Nederland
ruys052		
ruys067		
ruyv006		
ryan001		
rybe003		
ryck001	België (Wallonië)	België (Wallonië)
ryck033		
ryet001	België (Wallonië)	
ryss001	België (Wallonië)	
saal002	Nederland	Nederland
saal004		
saba002	Italië	Italië
saba003		
sabb002	België (Wallonië)	België (Wallonië)
sabb004	België (Wallonië)	
sabl001		
sach003		
sael002		
sael004		
saen005	België (Wallonië)	België (Wallonië)
saen008		
saen009		
safr001	Duitsland	
sain005	België (Wallonië)	België (Wallonië)
saka001	Japan	
saks001	Nederland	Nederland
sala004		
sale003	Nederland	
sali007		
salm002		
salo001	Nederland	Nederland
sals001	België (Wallonië)	België (Wallonië)
salu001		
salv001	Nederland	Nederland
salv004	Nederland	
salv006	Nederland	Nederland
samk001		
sand001	Indonesië	Groot-Brittannië (en Noord-Ierland)
sand009	Indonesië	Verenigde Staten
sand012	Nederland	
sand014		
sand019		
sand031		
sand035		
sand036		
sand037		
sand042		
sand137	Verenigde Staten	
sand140		
sand166		
sand168		
sang008		
sani001		
sann008		
sant003		
sant010	Nederland	
sant017		
sant059		
sari003		
sarl001		
sart018	Frankrijk	Frankrijk
sass001	Nederland	Nederland
sass002		
sass009	Nederland	Nederland
sass010	Nederland	Oostenrijk
sass011	Nederland	Zwitserland
saue002		
saut001	Nederland	Nederland
sauw001	Duitsland	België (Wallonië)
savo002	Nederland	
scha004	Nederland	Nederland
scha005	Nederland	Nederland
scha009		
scha017	Nederland	Nederland
scha024	Nederland	Italië
scha027	Nederland	Nederland
scha033	Nederland	Nederland
scha035	Nederland	Spanje
scha036		
scha039		
scha041	België (Wallonië)	België (Wallonië)
scha042	Nederland	Italië
scha043	Nederland	Italië
scha062	Nederland	Nederland
scha065	Nederland	Nederland
scha068		
scha071		
scha073		
scha075		
scha079		
scha080		
scha081		
scha082		
scha139		
scha191		
scha197		
scha210		
scha227		
scha229		
scha230		
scha249		
scha260		
sche005	Nederland	Nederland
sche010		
sche017	België (Wallonië)	België (Wallonië)
sche021		
sche025		
sche032	België (Wallonië)	België (Wallonië)
sche033	Nederland	
sche034	Indonesië	Nederland
sche036	Nederland	
sche037		
sche038	Nederland	
sche040	Nederland	
sche043	België (Wallonië)	België (Wallonië)
sche047	Nederland	Nederland
sche049	Indonesië	Nederland
sche051	Nederland	
sche054		
sche070	Nederland	
sche081	Nederland	Nederland
sche083		
sche087	Nederland	Nederland
sche103		
sche117		
sche124	Nederland	Nederland
sche127		
sche222	Nederland	Nederland
sche233		
sche237	Nederland	
sche238		
sche244		
sche272	Polen	België (Wallonië)
sche318		
sche326	Nederland	Nederland
sche342		
sche354	Nederland	Nederland
sche356	België (Wallonië)	
sche358	België (Wallonië)	België (Wallonië)
sche386	Oostenrijk	Duitsland
sche406		
sche415		
schi003	Nederland	Nederland
schi018	Nederland	Nederland
schi026		
schi027		
schi029	Nederland	Nederland
schi047	Nederland	Nederland
schi048		
schi049	Nederland	Nederland
schi055		
schi057		
schi059		
schi062		
schi063		
schi172		
schi224		
schi225		
schl007	Nederland	Nederland
schm005	Nederland	Nederland
schm014		
schm016	Nederland	Nederland
schm017	Nederland	
schm018	België (Wallonië)	België (Wallonië)
schm020		
schm023	Nederland	Nederland
schm027		
schm070	Nederland	Duitsland
schm077		
schm086		
schm087	België (Wallonië)	
schm113		
schm116	Frankrijk	Duitsland
schn005	Duitsland	Nederland
schn008	Nederland	Nederland
schn009	Nederland	Nederland
schn017	Nederland	Nederland
schn018	Nederland	Nederland
schn032		
scho003	Nederland	Nederland
scho007		
scho012	Nederland	Nederland
scho018	Nederland	
scho020	Nederland	Nederland
scho038	België (Wallonië)	
scho047	Nederland	Nederland
scho061	Nederland	
scho063	Nederland	
scho068	Nederland	
scho069	België (Wallonië)	België (Wallonië)
scho074	Nederland	Nederland
scho076	Nederland	Nederland
scho077		
scho107		
scho112	Nederland	
scho114	Nederland	Nederland
scho115	Nederland	Nederland
scho116	Nederland	Nederland
scho120	Zuid-Afrika	Zuid-Afrika
scho121		
scho122	Nederland	Nederland
scho123	Nederland	Nederland
scho124		
scho125		
scho141		
scho142		
scho143		
scho147		
scho150		
scho156		
scho158		
scho237		
scho258		
scho259		
scho263		
scho267		
scho316		
scho353		
scho357	Nederland	Nederland
scho360		
scho483		
scho491		
scho527		
scho533		
scho535	Nederland	
scho536		
scho537		
scho538		
scho575		
schr008	Duitsland	Nederland
schr014	Nederland	Nederland
schr018	Nederland	Nederland
schr021		
schr035	Nederland	Nederland
schr054		
schr060		
schr061	België (Wallonië)	
schr062		
schr065		
schr066		
schr067		
schr125		
schr130		
schr160		
schr161		
schr162		
schr163		
schr179		
schr204		
schr232		
schu001	Duitsland	Nederland
schu004	Nederland	Nederland
schu016	Nederland	Nederland
schu018	Nederland	Nederland
schu021	Nederland	Nederland
schu027		
schu031	België (Wallonië)	
schu035	Nederland	Nederland
schu039		
schu042		
schu044	Nederland	Nederland
schu053	Nederland	Nederland
schu055	Nederland	Nederland
schu063	België (Wallonië)	België (Wallonië)
schu066		
schu069	Nederland	
schu070		
schu075		
schu081		
schu082		
schu128		
schu184	Nederland	
schu195	Nederland	
schu196		
schu199		
schu206		
schu215		
schu232	Nederland	Nederland
schu238		
schu239		
schu240		
schu243		
schu249		
schu279	Nederland	België (Wallonië)
schu284		
schu300		
schu306		
schu313		
schu316		
schu317		
schu331		
schw002	Verenigde Staten	
schw014	Nederland	Nederland
schw015	Nederland	Nederland
schw018	Nederland	Nederland
schw059		
scia001		
scia002		
seda001	Rusland	
seel001		
seel003		
sega002		
sege001		
sege002		
sege003	België (Wallonië)	
sege009	Nederland	
segh006	België (Wallonië)	België (Wallonië)
segh009		
seip002	Nederland	Nederland
seko001		
seli002		
sell013		
selm001	Nederland	Nederland
selm002	Nederland	Zuid-Afrika
selt001		
semp002	Spanje	Italië
senc001		
seng002		
seng005	Indonesië	
seng006	Senegal	Frankrijk
serm001	België (Wallonië)	België (Wallonië)
sern005	Spanje	Argentinië
sern006		
sero002	Zuid-Afrika	
serr002	België (Wallonië)	België (Wallonië)
serr009		
serr010	Nederland	Nederland
serr012	Nederland	Indonesië
serv002	België (Wallonië)	België (Wallonië)
sete002		
seur001	Nederland	
seur002		
seve003	Nederland	Nederland
seve017	Nederland	Nederland
seve018	België (Wallonië)	
seve022		
seyf001		
sfor001	Italië	Italië
shak001	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
shaw001	Ierland	Groot-Brittannië (en Noord-Ierland)
shel001	Groot-Brittannië (en Noord-Ierland)	Italië
shig001	Japan	Japan
shin001	Japan	
shir001	Canada	
shri001	Suriname	Nederland
sibm001	Nederland	Nederland
sicc002		
sich001	Duitsland	Nederland
sick003	Nederland	Nederland
sick004	Nederland	Nederland
sick006		
sick014		
sieb001	Nederland	
sieb010	Nederland	
sieg001	Duitsland	Nederland
sieg002	Nederland	Nederland
sieg004	Nederland	Nederland
siem001		
sier005	Nederland	Nederland
sier007	Nederland	Nederland
sier013		
sier020		
sies004		
siff001	België (Wallonië)	
sijd002		
sije001	Nederland	Nederland
sijm001	Nederland	Nederland
sijm003		
sijp005		
sijt006		
sikk018		
sikk019		
sill005	Nederland	Nederland
silv014	Uruguay	Uruguay
simh001	Nederland	Nederland
simi002	Servië	Verenigde Staten
simo003	België (Wallonië)	België (Wallonië)
simo010	Nederland	
simo012	België (Wallonië)	België (Wallonië)
simo013	Nederland	
simo015	België (Wallonië)	
simo016	Nederland	Nederland
simo020		Nederland
simo024	Nederland	Nederland
simo029		
simo030		
simo072		
simo074	België (Wallonië)	
simo086		
sinc001	Nederland	
sing001		
sing005	Nederland	Nederland
sinn007		Nederland
sint002	België (Wallonië)	België (Wallonië)
siri001		
siri002		
sirk001	Nederland	Nederland
sirk002	Nederland	Nederland
sito001	Polen	Polen
sitt003	Nederland	Nederland
sitt013		
situ001	Indonesië	Nederland
sivi001	Hongarije	
six_003	Nederland	Nederland
six_004		
sizo001		
sizo003	Nederland	Nederland
sjam001		
sjog001		
slag002	Nederland	
slag005	Nederland	Nederland
slag006	Suriname	Suriname
slau001	Nederland	Nederland
slee002	Nederland	Nederland
slee005	Nederland	Nederland
slee010	Nederland	Nederland
slem003		
sleu001	Nederland	Nederland
slig002	Nederland	
slij002	Nederland	Nederland
slin017		
slin018	Nederland	
sloe002	Nederland	Nederland
sloe021	Nederland	Nederland
slon001	Polen	Polen
sloo007	Nederland	Nederland
sloo009		
sloo010		
sloo032		
sloo036		
slor001	Suriname	Suriname
slot004		
slot009	Nederland	
slot010	Nederland	Nederland
slot027		
slot031	Nederland	Nederland
slui006	Nederland	Nederland
slui033		
slui045		
slui046		
smab001	Nederland	
smab002		
smae001		
smal021		
smed001	Nederland	Nederland
smed003		
smed005		
smed015	Nederland	Nederland
smed017		
smed027	België (Wallonië)	
smee018		
smee021		
smek003	België (Wallonië)	
smel005		
smet005	België (Wallonië)	
smet012	België (Wallonië)	België (Wallonië)
smet060		
smet061		
smet063		
smet072		
smey001	België (Wallonië)	
smey003		
smid003	Nederland	
smid008	Nederland	Nederland
smid009	België (Wallonië)	België (Wallonië)
smij003	Nederland	Nederland
smil002		
smir001		
smit006	Nederland	Nederland
smit011		
smit012		
smit014	Nederland	
smit017	Nederland	Nederland
smit019		
smit021	Nederland	Nederland
smit022	Indonesië	Nederland
smit023		
smit037		
smit039	Nederland	Nederland
smit040		
smit045		
smit057	Zuid-Afrika	Zuid-Afrika
smit060		
smit061		
smit069		
smit106		
smit181		
smit185		
smit192		
smit216		
smit217		
smit247		
smol005		
smoo002		
smul003		
snau002	België (Wallonië)	
snee006	Nederland	Nederland
snel003	België (Wallonië)	België (Wallonië)
snel004	Nederland	Nederland
snel009		
snel012		
snel016		
snel034	Nederland	Nederland
snel040		
snet004		
snet006		
sney002	Nederland	Nederland
snic001	België (Wallonië)	België (Wallonië)
snij008	Zuid-Afrika	Zuid-Afrika
snij010	Nederland	Nederland
snij011		
snij015		
snit002		
snoe003	Nederland	
snoe004	België (Wallonië)	België (Wallonië)
snoe027		
snoe032		
snou004	Nederland	Nederland
snoy003	België (Wallonië)	België (Wallonië)
sobr002	België (Wallonië)	België (Wallonië)
sode001	Finland	Rusland
soed003	Indonesië	Indonesië
soen007		
soen008		
soen016	Indonesië	Nederland
soes009		
soet005	Nederland	Nederland
soet027		
soll002	Indonesië	Indonesië
soll006	Frankrijk	Frankrijk
solo002	Rusland	Rusland
some011	Nederland	Nederland
some033		
some042		
sond001		
sons003		
sont005		
son_001	Nederland	
son_019		
soon001		
sopp001	België (Wallonië)	Nederland
sorb003		
sore005		
sorg008		
sorm001		
sote001	Nederland	Nederland
sote002		
sour001	België (Wallonië)	België (Wallonië)
sous002		
spaa005		
spaa007		
spaa015		
spae002		
spae010		
spal006		
span028		
span035		
spar002	Nederland	Nederland
spau001	Nederland	
spa_001		
spee004		
spee024	België (Wallonië)	
spek005	Nederland	
spel001	België (Wallonië)	
sper001	Nederland	Nederland
spey003	Nederland	Nederland
spey013		
spie005	Nederland	
spie010	Nederland	Nederland
spie014		
spie038	Nederland	
spie047		
spie059	Zweden	
spig001	Nederland	Nederland
spij003		
spij004	Nederland	Nederland
spil001	België (Wallonië)	
spin002	België (Wallonië)	
spir009	Hongarije	
spit010		
spli011		
spoe005		
spoe008		
spoo003		
spoo004		
spoo007		
spoo017	Nederland	Nederland
spri003	Indonesië	Nederland
spri004		
spri005	Nederland	Nederland
spri017		
spro005		
spro010		
spru005	Nederland	Nederland
spru006	Nederland	
spru012		
staa002		
staa009	Nederland	Thailand
staa011		
staa012	Nederland	
staa027	Nederland	Nederland
stad004		
stae003		
staf005		
staf008		
stah001	Nederland	
stak001		
stal012		
stam013		
stan004		
stan011		
stan013		
stap002	Nederland	Nederland
stap004		
stap009	Nederland	Nederland
stap035		
star003	Nederland	Nederland
star004	Nederland	Nederland
star008	Nederland	
star012	Nederland	Nederland
star014	Nederland	Nederland
star016		
star036		
star052	Nederland	Nederland
stas001	België (Wallonië)	
stat001		
stat008		
stau003	Oostenrijk	Oostenrijk
stav003	Nederland	Nederland
stav004	Tsjechië	
stec006		
stee002		
stee003	Nederland	
stee007		
stee008	Nederland	Nederland
stee009		
stee011		
stee013	Nederland	Nederland
stee014		Nederland
stee019		
stee024	Nederland	Nederland
stee029	Nederland	Nederland
stee030		
stee057	Nederland	Nederland
stee112		
stee114		
stee115		
stee168		
stee186		
stee189		
stee214	Indonesië	
stee222		
steg003		
steg005	België (Wallonië)	België (Wallonië)
steg013	Nederland	Nederland
steg029		
stei009		
stei011		
stei012		
stei013		
stei041		
stei042	Rusland	Verenigde Staten
stei043	Tsjechië	
stei048		
stek005		
stel010	Nederland	Nederland
stel011	Nederland	Nederland
stem003	Nederland	Nederland
stem011		
sten003		
sten013	Duitsland	Verenigde Staten
ster002	Nederland	Nederland
ster005	België (Wallonië)	België (Wallonië)
ster007		
ster020		
ster023		
ster024	Nederland	Nederland
ster032		
ster052		
ster068		
ster085		
ster086		
steu005		
steu007	Nederland	Nederland
steu015	Nederland	Nederland
steu023		
steu025		
stev007		
stev027	Groot-Brittannië (en Noord-Ierland)	Samoa
stev035		
stev055		
stey005	Nederland	
stey009		
stey021		
stib003		
stib005	Nederland	
stie006		
stie007	België (Wallonië)	Nederland
stie011		
stig003		
stig005		
stij004		
stik002	Nederland	Nederland
stin001	België (Wallonië)	België (Wallonië)
stin007		
stip002	Nederland	
stip011		
stit001	Marokko	
stoc002	Nederland	Nederland
stoe001	Nederland	Nederland
stoe002	Nederland	Nederland
stof002	Nederland	Nederland
stok002		
stok003	Nederland	
stok008		
stok009	Nederland	Nederland
stok010	Nederland	Nederland
stok012		
stok018		Nederland
stok020		
stol002	Nederland	Nederland
stol005		
stol009	Nederland	Spanje
stol014	Nederland	
stol018		
stol019		
stol030		
stol043		
stol044		
stol045		
stol048		
stol060	Nederland	
stom008		
stoo001		
stoo006		
stoo023		
stop002	Nederland	Nederland
stor062	Denemarken	Denemarken
stor068		
stou006		
stra001		
stra007	België (Wallonië)	
stra009	België (Wallonië)	
stra010	België (Wallonië)	België (Wallonië)
stra023	Nederland	
stra028	Nederland	Nederland
stra033		
stra035		
stra056		
stra059		
stra067		
stra068		
stra072		
stra107		
stra126		
stre002		
stre006	Nederland	Nederland
stre009	België (Wallonië)	België (Wallonië)
stri011	Nederland	
stri012		
stri020		
stri045		
stri060		
stro004	Nederland	Nederland
stro008		
stro009		
stro038		
stro058		
stru003		
stru007	België (Wallonië)	Congo-Kinshasa
stru024		
stry006		
stue001	Nederland	Nederland
stue004	Nederland	Nederland
stui002	Nederland	Nederland
stul004	Nederland	Nederland
stur001		
stur004	Nederland	Nederland
stur013		
stut001	Nederland	Nederland
stut002		Nederland
stuu001		
stuu003	Nederland	
stuy006		
stuy007		
stuy008		
such003	Nederland	Nederland
such007		
sull003		
sume002	België (Wallonië)	
supe005	Uruguay	Frankrijk
suri001	Suriname	Suriname
suri013	Nederland	Nederland
suri018		
sute001		
suth003	Australië	
sutt004	Nederland	Nederland
sutu001		
sutz001	Wit-Rusland	Israël
suys001	Nederland	Nederland
suys007		
swaa005	Nederland	
swaa018		
swae005	Nederland	Nederland
swae009	Nederland	Nederland
swae024		
swal001	Nederland	Nederland
swal010		
swan005		
swar001		
swar008	Nederland	Nederland
swar017		
swar045		
swee030		
swel003		
swel007	Nederland	Nederland
swer003	België (Wallonië)	
swie024		
swig002		
swil002	Nederland	Nederland
swim002	België (Wallonië)	
swin003	Nederland	Nederland
syat001	Indonesië	
sybe002	Nederland	Nederland
sybe004		
sybe005		
symo001		
symo009		
symo014		
sype003	Nederland	Nederland
szek002	Indonesië	Nederland
szel001		
szir002	Hongarije	
szym001	Polen	Polen
tack001		
tade001		
tael002	België (Wallonië)	
tael008		
tael011	België (Wallonië)	België (Wallonië)
tak_003	Nederland	Nederland
tale001	Nederland	Nederland
tall004		
tall005		
tamb001		
tamm001	Nederland	Nederland
tamm005		
tamm007	Nederland	Nederland
tana002	Japan	
tans001	Nederland	Nederland
tans002	Nederland	Nederland
tan_003	China	
tasi001		
tas_002	Nederland	Frankrijk
tas_004		
taul001		
tave005	Duitsland	Nederland
taym002		
teco001		
tedi003	Nederland	Nederland
teen003		
teer009		
tees001	Nederland	Nederland
teeu003	Nederland	
teic001	België (Wallonië)	
teil002		
teip001		
teir001	België (Wallonië)	België (Wallonië)
teir002	België (Wallonië)	België (Wallonië)
teis001		
teld001	Nederland	Duitsland
teld003	Nederland	Nederland
tell002		
tell003	Nederland	
tell004	Nederland	Nederland
tell005		
tell009		
telt003	Nederland	Nederland
temm021		
temp003		
tenh002		
tent001	Nederland	
terb001	Nederland	Portugal
terb002	Indonesië	
terb004		
terg001	Indonesië	Nederland
term002	Nederland	
tern005		
terp001	Nederland	Nederland
terp008	Nederland	Nederland
ters002	Nederland	Nederland
terv002	Nederland	Nederland
terv005		
terw001	Nederland	Nederland
terw006		
tesc001	Nederland	Nederland
tetm001		
teul003	Nederland	Nederland
teun002		
teun006		
tex_003	Nederland	Nederland
tex_005		
tex_006	Nederland	Nederland
tex_009		
teyl002	Nederland	Nederland
than001	Nederland	België (Wallonië)
theo001		
theo023	Turkije	Griekenland
theu002	Nederland	Spanje
theu003	België (Wallonië)	
thew003	Duitsland	
they006		
thie004		
thie017	Nederland	Nederland
thie030	Nederland	Nederland
thie064		
thij002	Nederland	Nederland
thij005	Nederland	Nederland
thij006	Nederland	Nederland
thij008	Nederland	Nederland
thij015	Nederland	Nederland
thil001	België (Wallonië)	
thir001	België (Wallonië)	België (Wallonië)
thir002		
thom004	Nederland	
thom012	Nederland	Nederland
thom019		
thom050	Groot-Brittannië (en Noord-Ierland)	Verenigde Staten
thom051		
thom063		
thor001		
thor003	Nederland	Nederland
thor005	Nederland	Duitsland
thor007		
thun005		
thus001		
thuy001	België (Wallonië)	België (Wallonië)
thys001	België (Wallonië)	België (Wallonië)
thys013		
tich001	België (Wallonië)	België (Wallonië)
tich005	België (Wallonië)	België (Wallonië)
tich009	Indonesië	
tich011		
tide001	Nederland	Nederland
tide003	Nederland	Nederland
tide004	Nederland	Nederland
tide005	Nederland	Nederland
tide006		
tieg001	Nederland	Nederland
tiek001		
tiek002		
tiel001	Nederland	Nederland
tiel002	Nederland	Nederland
tiel005	Indonesië	Nederland
tiel006		Nederland
tiel017		
tien002		
tigg004		
tijd004	Nederland	Nederland
tije002		
tijn001	Indonesië	Nederland
tijn003	Nederland	Duitsland
tijs004	België (Wallonië)	
till003		
till021	Frankrijk	Frankrijk
till023	België (Wallonië)	
tilm004		
timm002	Nederland	
timm010	België (Wallonië)	België (Wallonië)
timm012	Nederland	
timm017		
timm048		
tinb001	Nederland	Nederland
tinb002	Nederland	Nederland
tind001	België (Wallonië)	
ting003		
tirr001		
tirt001		
titt001	Italië	Italië
tjal007		
Tjan001	Indonesië	Indonesië
tobb002		
tobi001		
todd002		
todd003		
todo001		
toer001	Rusland	
toit005	Zuid-Afrika	
toit006	Zuid-Afrika	Zuid-Afrika
tolh002		
toll001	België (Wallonië)	Nederland
toll011	België (Wallonië)	
toll027		
tolm001	Nederland	Nederland
tol_006	Nederland	Frankrijk
tol_008		
tol_016		
toma004		
toma007		
tomb001		
toml002	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
tong001	België (Wallonië)	België (Wallonië)
tonn003		
tonn007		
toon003	Nederland	Nederland
toor001		
toor002	Nederland	Nederland
toor004	Nederland	Nederland
toor005	Nederland	Frankrijk
toor006	Nederland	Nederland
toor007	Indonesië	Nederland
toot001		
toph001	Duitsland	
torf007		
torn005	Zweden	Nederland
torr004	Nederland	Nederland
torr012		
torr013		
toub001		
tour003	Nederland	Caribisch deel van het Nederlandse Koninkrijk
tour005		
tous004	België (Wallonië)	België (Wallonië)
tous005	Nederland	Nederland
touw002		
toxo001	Nederland	
trab002		
trap006		
trap009	Nederland	
trei002	Groot-Brittannië (en Noord-Ierland)	
trem005		
tren001	Frankrijk	Frankrijk
treu001	Nederland	Frankrijk
treu002	Nederland	Nederland
treu004	Duitsland	Nederland
trev001	Nederland	
tric001	Nederland	Nederland
trie011	Nederland	
trim002	Nederland	Nederland
trim003		
trol001	Nederland	
trom001		
trom003	Nederland	Nederland
trom005	Nederland	Nederland
trom027		
trom029		
trui001	Nederland	
tsjo001	België (Wallonië)	
tsju001	China	
tudo001	Roemenië	
tufu001		
tuil001		
tuin001	Nederland	
tuin002		
tuin009		
tulk002	België (Wallonië)	
tulk004		
tumm001		
tuns001	Zweden	
turk015		
tur_001	Indonesië	Indonesië
tuuk001	Maleisië	Indonesië
tuwi001	Polen	Polen
twee003		Nederland
twel001		
twil001		
tyde003	Nederland	
udal001		
uffe003	België (Wallonië)	
uhle001		Nederland
uhle002		
uhle004		
uild001	Nederland	Nederland
uilk002	Nederland	Nederland
uite004	Nederland	Nederland
uitm001		
ulte001		
unam001	Spanje	Spanje
unds001	Denemarken	Noorwegen
unge006	Nederland	Nederland
unge008		
unni001		
unni002	Nederland	Nederland
upho001	Nederland	
uri_001	Nederland	Nederland
usse002		
uten006	België (Wallonië)	België (Wallonië)
uyld002	Nederland	Nederland
uyl_001	Nederland	Nederland
uyl_004	Nederland	Nederland
uyl_005		
uytb001		
uytt001	België (Wallonië)	
uytt002	België (Wallonië)	België (Wallonië)
uytt003	België (Wallonië)	België (Wallonië)
uytt006		
uytt012		
uytv002	België (Wallonië)	Duitsland
vaal002	Nederland	Nederland
vaan001	Nederland	Nederland
vaar001	Nederland	
vaec001		
vaer001	België (Wallonië)	België (Wallonië)
vaer009	België (Wallonië)	België (Wallonië)
vaes001	Nederland	
vais001		
valc003	België (Wallonië)	België (Wallonië)
valc004	België (Wallonië)	België (Wallonië)
vale007		
vale008		
vale011	Nederland	
vale021		
vale025	Nederland	
valk001		
valk011	Nederland	Nederland
valk013	Nederland	
valk014	Nederland	Nederland
valk015		
valk021		
valk024		
valk025		
valk028		
valk029		
valk073		
valk082		
valk085		
valk088	Nederland	Nederland
valk096		
vall003		
vall019		
vall021	Peru	Frankrijk
valv001	België (Wallonië)	België (Wallonië)
valv002	België (Wallonië)	België (Wallonië)
vana001		
vana003		
vanb003	België (Wallonië)	België (Wallonië)
vanc004	Verenigde Staten	Verenigde Staten
vand008	België (Wallonië)	
vand010		
vand013	België (Wallonië)	
vand020	België (Wallonië)	
vand023	België (Wallonië)	
vand025		
vand026		
vand028		
vand034	België (Wallonië)	
vand037	België (Wallonië)	
vand070		
vand120	België (Wallonië)	België (Wallonië)
vand150		
vand191		
vand192	België (Wallonië)	België (Wallonië)
vand193	België (Wallonië)	Groot-Brittannië (en Noord-Ierland)
vand194		
vand195		
vand275		
vand282		
vand285	Congo-Kinshasa	
vang001	België (Wallonië)	
vanh002	België (Wallonië)	
vanh006	België (Wallonië)	België (Wallonië)
vanh008	België (Wallonië)	Nederland
vanh011	België (Wallonië)	
vanh013	België (Wallonië)	België (Wallonië)
vanh018		
vanh067		
vanh068		
vani001	Groot-Brittannië (en Noord-Ierland)	België (Wallonië)
vanr001	België (Wallonië)	
vans002	België (Wallonië)	België (Wallonië)
vans005	Nederland	
vans009		
vans014		
vanv002	Nederland	
vara001		
vare005		
vare010		
varg002		
vasa001	Nederland	Nederland
vasi001	Griekenland	
vast008		
vaug001	Groot-Brittannië (en Noord-Ierland)	
vaug004	Groot-Brittannië (en Noord-Ierland)	
vech011		
vede001	Nederland	
vede004		
veeg003	Nederland	
veeg004	Nederland	Nederland
veel005		
veel006		
veen001	Nederland	Nederland
veen012	Nederland	
veen022		
veen025	Nederland	Nederland
veen040		
veen041		
veen042	Nederland	
veen045		
veen046		
veen047		
veen082		
veen083		
veen114		
veen166		
veen168		
veen174		
veer004	Nederland	Nederland
veer007		
veer009		
veer011		
veer020	Nederland	Nederland
veer021		
veer049	België (Wallonië)	België (Wallonië)
veer053		
veer054		
veer056		
veer066		
vegt002	Nederland	
veir001		
veke002	België (Wallonië)	Duitsland
velc001		
veld003	België (Wallonië)	België (Wallonië)
veld005		
veld007	Nederland	
veld018	België (Wallonië)	
veld026	België (Wallonië)	België (Wallonië)
veld029	Nederland	
veld061		
veld065		
veld068		
veld069		
veld109		
veld139	Nederland	Nederland
veld157		
veld164		
veld165		
veld178		
veli020	Servië	
vell001	Nederland	Nederland
vels017		
velt001	Nederland	Nederland
velz003	Nederland	
velz006		
vena003	Portugal	
vene001	Nederland	Nederland
vent005		
ven_006	Nederland	
ven_007		
ven_035		
vera002		
verb005	België (Wallonië)	België (Wallonië)
verb013	België (Wallonië)	België (Wallonië)
verb017	Nederland	
verb020		
verb024	België (Wallonië)	België (Wallonië)
verb028	België (Wallonië)	België (Wallonië)
verb035		
verb060		
verb064		
verb071	België (Wallonië)	België (Wallonië)
verb145		
verb159	België (Wallonië)	België (Wallonië)
verb162		
verb168	Nederland	Duitsland
verb170		
verb203		
verb243		
verb248		
verb250		
verc001	Nederland	Nederland
verc002	België (Wallonië)	België (Wallonië)
verc004	België (Wallonië)	België (Wallonië)
verc005	België (Wallonië)	België (Wallonië)
verc013		
verc028		
verd001	Nederland	Nederland
verd003	Nederland	
verd005	Nederland	Nederland
verd009	België (Wallonië)	België (Wallonië)
verd016	Nederland	Nederland
verd019	Nederland	Nederland
verd049	Italië	Italië
verd073		
vere028		
vere041		
vere042		
verg008		
verg009	België (Wallonië)	
verg013		
verh002		
verh012		
verh013		
verh014	Nederland	
verh016	Nederland	Nederland
verh027	België (Wallonië)	
verh035		
verh038	Nederland	Nederland
verh040		
verh046	Nederland	Nederland
verh053	België (Wallonië)	België (Wallonië)
verh058	België (Wallonië)	Nederland
verh070	België (Wallonië)	Frankrijk
verh071	Nederland	
verh073	Nederland	Nederland
verh079		
verh080		
verh082		
verh083		
verh089	Nederland	Nederland
verh090		
verh114		
verh143		
verh149		
verh158		
verh159		
verh173		
verh195		
verh245		
verh249		
verh270		
verh302		
verj003		
verk001	Nederland	Nederland
verk004		
verk005	Nederland	Nederland
verk006		
verk007		
verk008		
verl002		
verl005		
verl013	Suriname	
verl016		
verl018		
verm001		
verm006		
verm009	Nederland	Duitsland
verm018		
verm020		
verm025	België (Wallonië)	België (Wallonië)
verm027	Nederland	Nederland
verm030	Nederland	Nederland
verm036	België (Wallonië)	België (Wallonië)
verm039	België (Wallonië)	
verm055	Nederland	
verm064	Nederland	Nederland
verm072	Nederland	Nederland
verm097		
verm099		
verm102		
verm109		
verm127		
verm134		
verm144	België (Wallonië)	
verm170		
verm209	België (Wallonië)	België (Wallonië)
verm210		
verm214		
verm224		
verm232		
verp001	België (Wallonië)	België (Wallonië)
verp006	Nederland	
verr001	Nederland	
