pers_id;achternaam;voornaam;voorvoegsel;omschrijving
coup019;Coup;Willem;de;boekdrukker/uitgever
coup020;Couperin;François;;musicus/minstreel/jongleur
cour001;Court;Pieter;de la;advocaat/jurist
cour001;Court;Pieter;de la;koopman/zakenman/indust.
cour005;Courtmans;J.B.;;onderwijzer (basisschool)
cour006;Courtmans-Berchmans;Johanna Desideria;;onderwijzer (basisschool)
cour012;Court;Pieter;de la;ambachtsman
cour012;Court;Pieter;de la;koopman/zakenman/indust.
cour013;Court;P.A.;de la;ambtenaar
cour014;Court;P.E.A.;de la;advocaat/jurist
cour014;Court;P.E.A.;de la;politicus/staatsman/bestuurder
cour015;Court;S. Pz.;del;koopman/zakenman/indust.
cour016;Court van Hekelingen en Vriesland;F. Chr.;de;kunsthistoricus/kunsthandelaar
cour017;Court van Krimpen;A.A.;del;advocaat/jurist
cour017;Court van Krimpen;A.A.;del;politicus/staatsman/bestuurder
cour018;Court van Krimpen;M.G.;del;advocaat/jurist
cour019;Court van Valkenswaard;E.J.;de;kunsthistoricus/kunsthandelaar
cour020;Court van der Voort;Pieter;de la;koopman/zakenman/indust.
cour020;Court van der Voort;Pieter;de la;koopman/zakenman/indust.
cour021;Court van den Ypelaer;Is. F.;del;militair/officier
cour021;Court van den Ypelaer;Is. F.;del;agrariër
cour021;Court van den Ypelaer;Is. F.;del;beeldend kunstenaar/illustrator/tekenaar
cour025;Courton;J.A.;;herv./geref. predikant/leraar
cour026;Courton;P.J.;;herv./geref. predikant/leraar
cour028;Cour;Pieter Almanus;van;ambachtsman
cour029;Courbière;Willem Renatus de l'Homme;;militair/officier
cour032;Cournon;;;musicus/minstreel/jongleur
cour035;Court;Hendrik;de la;musicus/minstreel/jongleur
cour036;Court;M.;de la;beeldend kunstenaar/illustrator/tekenaar
cour037;Courbet;Gustave;;beeldend kunstenaar/illustrator/tekenaar
cour041;Courteville;Roelant;de;politicus/staatsman/bestuurder
cour045;Courteaux;Willy;;vertaler
cour045;Courteaux;Willy;;journalist/redacteur
cour051;Courtin;Antoine;de;diplomaat
cour053;Courouble;Jan Baptist;;leraar/docent/hoogleraar
cour053;Courouble;Jan Baptist;;rk-geestelijke/kloosterling
cour056;Courbois;Pierre;;musicus/minstreel/jongleur
cour062;Cour;Erin;La;leraar/docent/hoogleraar
cous002;Coussemaker;I.H.J.L.;de;historicus/archeoloog
cous002;Coussemaker;I.H.J.L.;de;vertaler
cous003;Coussement;Philippe;;leraar/docent/hoogleraar
cous005;Cousebant;J.;;filosoof
cous005;Cousebant;J.;;theoloog
cous005;Cousebant;J.;;rk-geestelijke/kloosterling
cous006;Cousins;J.;;musicus/minstreel/jongleur
cous007;Cousins;S.;;musicus/minstreel/jongleur
cous008;Cousturier;J.L.;;advocaat/jurist
cous011;Cousyns;Pieter;;schilder
cous026;Coussens;Evelyne;;journalist/redacteur
cous027;Coussens;Juul;;politicus/staatsman/bestuurder
cout002;Couteele;Floris;;advocaat/jurist
cout004;Coutereels;Johannes;;onderwijzer (basisschool)
cout005;Coutereels;L.;;herv./geref. predikant/leraar
cout006;Coutinho;Mozes de Abraham;;boekdrukker/uitgever
cout007;Couttis;H.W.;;herv./geref. predikant/leraar
cout008;Couttis;Alan;;militair/officier
cout010;Coutinho;M.;;vertaler
cout011;Coutinho;L.;;vertaler
cout014;Couturier;W.;;rk-geestelijke/kloosterling
couv001;Couvreur;Walter;;leraar/docent/hoogleraar
couv003;Couvée;D.J.;;herv./geref. predikant/leraar
couv004;Couvercelius;C.;;rk-geestelijke/kloosterling
couv005;Couvijn;J.;;rk-geestelijke/kloosterling
couv006;Couvée;D.H.;;historicus/archeoloog
couv008;Couvée;Petra;;letterkundige (NIET-neerl.)
couv008;Couvée;Petra;;vertaler
couv010;Couvez;Alexandre Henri;;leraar/docent/hoogleraar
couv011;Couvreur;Joannes;;rk-geestelijke/kloosterling
couv011;Couvreur;Joannes;;leraar/docent/hoogleraar
couv013;Couvreur;Eddy;;leraar/docent/hoogleraar
couv014;Couvreur;Stefaan;;journalist/redacteur
couv014;Couvreur;Stefaan;;vertaler
couv015;Couvreur;Auguste;;politicus/staatsman/bestuurder
couv015;Couvreur;Auguste;;journalist/redacteur
couw003;Couwael;S.;;politicus/staatsman/bestuurder
couw005;Couwenhoven;W.;van;politicus/staatsman/bestuurder
couw010;Couwenburgh van Belois;Pieter;;advocaat/jurist
couw011;Couwenberg;S.W.;;advocaat/jurist
couw011;Couwenberg;S.W.;;leraar/docent/hoogleraar
couw013;Couwenberg;Lia;;kunsthistoricus/kunsthandelaar
couw016;Couwenbergh;Lisa;;beeldend kunstenaar/illustrator/tekenaar
cove001;Coveliers;Jos;;schilder
cove005;Coveliers;J.F.M.;;rk-geestelijke/kloosterling
cove007;Covens;Johannes;;boekdrukker/uitgever
cove007;Covens;Johannes;;boekhandelaar
covy001;Covyn;Isr.;;schilder
covy002;Covyn;Reinier;;schilder
cowa001;Cowan;F.M.;;vertaler
cowa001;Cowan;F.M.;;letterkundige (NIET-neerl.)
cowa001;Cowan;F.M.;;leraar/docent/hoogleraar
cowh001;Cowham;H.;;beeldend kunstenaar/illustrator/tekenaar
cowl001;Cowley;Ambrose;;zeevarende
cowl001;Cowley;Ambrose;;militair/officier
cox_003;Cox;Jan;;beeldend kunstenaar/illustrator/tekenaar
cox_009;Cox;Chr. Ph. C.;;architect/bouwmeester/bouwkundig ingenieur
cox_010;Cox;G.;;advocaat/jurist
cox_011;Cox;M.;;politicus/staatsman/bestuurder
cox_012;Cox;W.F.;;rk-geestelijke/kloosterling
cox_013;Cox;J.;;rk-geestelijke/kloosterling
cox_017;Cox;Peter;;fotograaf
cox_018;Cox;Leonard;;leraar/docent/hoogleraar
cox_020;Cox;Pierre;;beeldend kunstenaar/illustrator/tekenaar
coxi002;Coxie;Michiel;van;beeldend kunstenaar/illustrator/tekenaar
coye001;Coyett;Frederik;;koopman/zakenman/indust.
coye002;Coyett;B.;;politicus/staatsman/bestuurder
coye003;Coyett;F.J.;;koopman/zakenman/indust.
coye003;Coyett;F.J.;;politicus/staatsman/bestuurder
coye004;Coye;Paulus;;rk-geestelijke/kloosterling
coym001;Coymans;Isaac;;koopman/zakenman/indust.
coym003;Coymans;Balthazar;;politicus/staatsman/bestuurder
coym003;Coymans;Balthazar;;koopman/zakenman/indust.
coym004;Coymans;Balthasar;;koopman/zakenman/indust.
craa001;Craandijk;Jacobus;;beeldend kunstenaar/illustrator/tekenaar
craa001;Craandijk;Jacobus;;doopsgezind predikant/leraar
craa002;Craats;Jan;van de;leraar/docent/hoogleraar
craa003;Craan;J.J.;;ambtenaar
craa013;Craanen;J.E.;;diplomaat
crab001;Crabbe;Jacobus;;musicus/minstreel/jongleur
crab002;Crabbe;Joh.;;rk-geestelijke/kloosterling
crab004;Crabbe;Joh.;;rk-geestelijke/kloosterling
crab004;Crabbe;Joh.;;politicus/staatsman/bestuurder
crab005;Crabbe;P.;;rk-geestelijke/kloosterling
crab008;Crabeth;A. Pz.;;schilder
crab009;Crabeth;Dirck;;schilder
crab010;Crabeth de Oude;Wouter;;schilder
crab011;Crabbé;Raoul;;journalist/redacteur
crab013;Crabeth de Jonge;Wouter;;schilder
crac004;Crack;H.;;militair/officier
crac005;Crack;J.;;politicus/staatsman/bestuurder
crac007;Cracht;Frans van Limborch;van der;zeevarende
crac008;Craco;Jan;;beeldend kunstenaar/illustrator/tekenaar
crae003;Craene;Basiel;de;rk-geestelijke/kloosterling
crae005;Craeybeckx;Lode;;politicus/staatsman/bestuurder
crae010;Craeynest;Jan;;leraar/docent/hoogleraar
crae012;Craeybeckx;Jan;;historicus/archeoloog
crae013;Craeck;P.;;zeevarende
crae014;Craendonk;M.;van;theoloog
crae015;Craenhals van Hottinga;S.;;politicus/staatsman/bestuurder
crae016;Craenlandt;Gerardus;;rk-geestelijke/kloosterling
crae018;Craen;Laurens;;beeldend kunstenaar/illustrator/tekenaar
crae020;Craenhals;Christiaan;;politicus/staatsman/bestuurder
crae021;Craeijestein;Gerrit Gerritsz;van;politicus/staatsman/bestuurder
crae023;Craeyvanger;Gerardus;;musicus/minstreel/jongleur
crae025;Craeynest;Maurits;;journalist/redacteur
crae028;Craeybeckx;Hilda;;vertaler
crae034;Craenhals;François;;beeldend kunstenaar/illustrator/tekenaar
crae042;Craenen;Jan;;rk-geestelijke/kloosterling
craf001;Craft;Robert;;musicus/minstreel/jongleur
crag001;Cragius;Georgius;;leraar/docent/hoogleraar
crah001;Crahay;J.G.;;natuurwetenschapper
crah002;Crahay;Louis;;advocaat/jurist
craj001;Crajenschot;Theodorus;;boekhandelaar
craj003;Crajenhof;J.;;herv./geref. predikant/leraar
cral001;Cralingen;Dan.;van;militair/officier
cral001;Cralingen;Dan.;van;politicus/staatsman/bestuurder
cral003;Cralingen;Domin.;van;politicus/staatsman/bestuurder
cral004;Cralingen;Fil.;van;politicus/staatsman/bestuurder
cral006;Cralingen;Gillis;van;politicus/staatsman/bestuurder
cral007;Cralingen;Gillis;van;politicus/staatsman/bestuurder
cral008;Cralingen;Hugo;van;politicus/staatsman/bestuurder
cral012;Cralingen;O.;van;rk-geestelijke/kloosterling
cral016;Cralingius;Jacobus;;herv./geref. predikant/leraar
cral016;Cralingius;Jacobus;;herv./geref. predikant/leraar
cram002;Cramer;Hendrik;;militair/officier
cram002;Cramer;Hendrik;;vertaler
cram003;Cramer;Johannes Wilhelmus;;medicus/apotheker
cram004;Cramer;N.A.;;historicus/archeoloog
cram006;Cramer;Rie;;beeldend kunstenaar/illustrator/tekenaar
cram008;Cramer;Alle Meenderts;;herv./geref. predikant/leraar
cram009;Cramer;Jacob;;herv./geref. predikant/leraar
cram011;Cramer;S.;;doopsgezind predikant/leraar
cram012;Cramer;N.;;historicus/archeoloog
cram013;Cramer;Joseph;;musicus/minstreel/jongleur
cram015;Cramer;B.;;onderwijzer (basisschool)
cram015;Cramer;B.;;musicus/minstreel/jongleur
cram016;Cramer;Jac. J.;;theoloog
cram016;Cramer;Jac. J.;;rk-geestelijke/kloosterling
cram017;Cramer;W.D.;;advocaat/jurist
cram017;Cramer;W.D.;;magistraat
cram018;Cramer von Baumgarten;G.J.F.;;herv./geref. predikant/leraar
cram020;Crama;Elisabeth;;onderwijzer (basisschool)
cram021;Cramer;Arnold Frederik;;militair/officier
cram022;Cramer;Antonie;;medicus/apotheker
cram023;Cramer;A.H.;;ambtenaar
cram024;Cramer;Franciscus Hellendorn;;herv./geref. predikant/leraar
cram026;Cramer;Niklaas;;schilder
cram031;Cramer-Schaap;D.A.;;beeldend kunstenaar/illustrator/tekenaar
cram031;Cramer-Schaap;D.A.;;journalist/redacteur
cram035;Cramer;Pieter;;vertaler
cram036;Cramer;Otto;;beeldend kunstenaar/illustrator/tekenaar
cram037;Cramer;Mars;;leraar/docent/hoogleraar
cram040;Cramer;J.;;advocaat/jurist
cran001;Cranach de Oudere;Lucas;;beeldend kunstenaar/illustrator/tekenaar
cran002;Crane;Walter;;beeldend kunstenaar/illustrator/tekenaar
cran004;Crane;Johannes Willem;de;onderwijzer (basisschool)
cran005;Crane;Martinus Isaac;de;leraar/docent/hoogleraar
cran007;Crane;Johan;de;herv./geref. predikant/leraar
cran008;Crane;M. Chr.;de;zeevarende
cran008;Crane;M. Chr.;de;politicus/staatsman/bestuurder
cran009;Crane;W. Chr.;de;politicus/staatsman/bestuurder
cran011;Cranenburg;H.;van;leraar/docent/hoogleraar
cran012;Cranenburgh;H.;van;schilder
cran012;Cranenburgh;H.;van;ambtenaar
cran013;Craneveldt;F.;van;magistraat
cran013;Craneveldt;F.;van;vertaler
cran013;Craneveldt;F.;van;advocaat/jurist
cran014;Crans;Dirk;;ambtenaar
cran016;Cransen;Willem Jacob;;politicus/staatsman/bestuurder
cran017;Cranendoncq;Alexander;;beeldend kunstenaar/illustrator/tekenaar
cran023;Cranenburgh;Joannes Georgius Guilhelmi;van;rk-geestelijke/kloosterling
cran026;Cranach de jongere;Lucas;;beeldend kunstenaar/illustrator/tekenaar
crap002;Craps;F.;;leraar/docent/hoogleraar
cras001;Cras;Hendrik Constantijn;;filosoof
cras001;Cras;Hendrik Constantijn;;advocaat/jurist
cras003;Cras;D.;;zeevarende
cras004;Cras;J.;;advocaat/jurist
cras005;Crassier;G.L.D.J.;de;politicus/staatsman/bestuurder
cras006;Crass;Christiaan Louis;;militair/officier
crat003;Crato von Craftheim;Johannes;;medicus/apotheker
crau001;Crauwelaer;J.;;zeevarende
craw001;Crawfurd;J.;;medicus/apotheker
craw001;Crawfurd;J.;;politicus/staatsman/bestuurder
cray002;Crayesteyn;W.;van;politicus/staatsman/bestuurder
cray004;Crayen;Luk;;rk-geestelijke/kloosterling
cray004;Crayen;Luk;;leraar/docent/hoogleraar
cray004;Crayen;Luk;;boekdrukker/uitgever
cray004;Crayen;Luk;;journalist/redacteur
cray005;Crayer;Gaspar;de;beeldend kunstenaar/illustrator/tekenaar
crea001;Creagh;J.;;rk-geestelijke/kloosterling
crea002;Creanga;Ion;;onderwijzer (basisschool)
crec001;Crecquillon;Thomas;;musicus/minstreel/jongleur
cree004;Creemers;Christiaan;;rk-geestelijke/kloosterling
cree006;Creemers;Waldo;;vertaler
cree009;Creech;Sharon;;leraar/docent/hoogleraar
cref002;Crefeld;Is.;van;vertaler
crei001;Creixams;Pedro;;schilder
crei002;Creijarts;G.;;politicus/staatsman/bestuurder
crei003;Creijarts;M.;;politicus/staatsman/bestuurder
crei004;Creith;E.L.;;beeldend kunstenaar/illustrator/tekenaar
crek001;Crekem;C.;van;zeevarende
crel002;Crellius;Joh.;;boekdrukker/uitgever
crel003;Crellius;;;herv./geref. predikant/leraar
crel004;Crellius;Samuel;;leraar/docent/hoogleraar
crem001;Cremer;J.J.;;schilder
crem003;Cremers;Marie;;beeldend kunstenaar/illustrator/tekenaar
crem006;Cremer;A.W.;;doopsgezind predikant/leraar
crem007;Cremer;B.S.;;herv./geref. predikant/leraar
crem007;Cremer;B.S.;;leraar/docent/hoogleraar
crem008;Cremer;F.L.;;herv./geref. predikant/leraar
crem009;Cremer;Jac.;;herv./geref. predikant/leraar
crem010;Cremerius;J.;;herv./geref. predikant/leraar
crem011;Cremers;E.J.J.B;;politicus/staatsman/bestuurder
crem012;Cremers;G.;;rk-geestelijke/kloosterling
crem013;Cremers;Jac. Joh.;;militair/officier
crem013;Cremers;Jac. Joh.;;advocaat/jurist
crem013;Cremers;Jac. Joh.;;politicus/staatsman/bestuurder
crem014;Cremers;M.P.;;rk-geestelijke/kloosterling
crem015;Cremers;Paul.;;rk-geestelijke/kloosterling
crem016;Cremers;Petr. J.;;rk-geestelijke/kloosterling
crem017;Cremers;W.C.J.J.;;advocaat/jurist
crem018;Cremers;Crit;;leraar/docent/hoogleraar
crem020;Cremers;P.O.F.M.;;diplomaat
crem021;Cremers;Franciscus;;rk-geestelijke/kloosterling
crem022;Cremers;J.;;beeldend kunstenaar/illustrator/tekenaar
crem026;Cremer;Marjolein;;leraar/docent/hoogleraar
crem027;Cremers;Fientje;;leraar/docent/hoogleraar
crem028;Cremers;Jos;;leraar/docent/hoogleraar
crem031;Cremer;Stephan W.;;zielsverzorger/psychol/ps.ther.
cren002;Crenius;Thomas;;letterkundige (NIET-neerl.)
cren003;Crena de Iongh;Daniël;;politicus/staatsman/bestuurder
cren003;Crena de Iongh;Daniël;;advocaat/jurist
cres002;Cressant;J.A.;;beeldend kunstenaar/illustrator/tekenaar
cres003;Cressant;J.M.;;beeldend kunstenaar/illustrator/tekenaar
cres004;Cresant;Jacob;;beeldend kunstenaar/illustrator/tekenaar
cres005;Crescentius;Desiderius;;advocaat/jurist
cres006;Creszveldt;Martin Carolus;;leraar/docent/hoogleraar
cres007;Crespo Solans;Ana;;vertaler
cres007;Crespo Solans;Ana;;leraar/docent/hoogleraar
cres012;Crespigny;Caroline;de;vertaler
cres013;Crespo;R.;;leraar/docent/hoogleraar
cret003;Crets;Guillaume Hubert;;leraar/docent/hoogleraar
cret004;Cretser;Gijsbert;de;boekdrukker/uitgever
cret005;Crets;Jozef;;journalist/redacteur
cret006;Creten;J.;;leraar/docent/hoogleraar
creu002;Creusen;A.;;rk-geestelijke/kloosterling
creu005;Creutzberg;K.F.;;herv./geref. predikant/leraar
creu006;Creutzberg;Lod. H.F.;;herv./geref. predikant/leraar
creu007;Creutzberg;Ludw. G. Th.;;herv./geref. predikant/leraar
creu008;Creutznach;L.S.;von;militair/officier
creu009;Creuwel;A.;;rk-geestelijke/kloosterling
creu010;Creupelland;Walter;;beeldend kunstenaar/illustrator/tekenaar
creu011;Creutz;Otto;;militair/officier
creu012;Creutzberg;H.W.;;remonstr. predikant/leraar
crev001;Crevel;Maghiel;van;letterkundige (NIET-neerl.)
crev001;Crevel;Maghiel;van;leraar/docent/hoogleraar
crev003;Crevenna;P.A.;;archivaris/bibliothecaris
crev004;Crevelt;Theodoricus Nolden;de;rk-geestelijke/kloosterling
crev005;Crevits;Louis;;koopman/zakenman/indust.
crey001;Creyghton;Jac. N.;;herv./geref. predikant/leraar
crey001;Creyghton;Jac. N.;;arbeider/werkman
crey002;Creyghton;Johannes;;herv./geref. predikant/leraar
crey003;Creyt;G.;;rk-geestelijke/kloosterling
crey004;Creyghton;Josephus Hendrikus Cornelis;;rk-geestelijke/kloosterling
crey004;Creyghton;Josephus Hendrikus Cornelis;;journalist/redacteur
crey005;Creyghton;Jan J.P.;;vertaler
crey006;Creyghton;Job;;leraar/docent/hoogleraar
crey006;Creyghton;Job;;toneelspeler
crez001;Crezée;Marion;;beeldend kunstenaar/illustrator/tekenaar
cric001;Crick;Jef;;kunsthistoricus/kunsthandelaar
crie001;Criens;Frits;;onderwijzer (basisschool)
crie001;Criens;Frits;;leraar/docent/hoogleraar
crie002;Criep;W.;;advocaat/jurist
crie002;Criep;W.;;boekdrukker/uitgever
crie004;Criens jr.;Frits;;leraar/docent/hoogleraar
crie005;Crielaard;Jet;;beeldend kunstenaar/illustrator/tekenaar
crij002;Crijger;W.;;politicus/staatsman/bestuurder
crij003;Crijnssen;A.;;militair/officier
crij003;Crijnssen;A.;;zeevarende
crij005;Crijtsman;J.F.;;koopman/zakenman/indust.
cril001;Crils;J.R.;;rk-geestelijke/kloosterling
crim002;Crims;Antony;;schilder
crit001;Crits;Frank;De;journalist/redacteur
crnj001;Crnjanski;Milos;;journalist/redacteur
crnj001;Crnjanski;Milos;;diplomaat
croc001;Crocus;Cornelius;;rk-geestelijke/kloosterling
croe001;Croese;Arent Cornelisz.;;herv./geref. predikant/leraar
croe003;Croese;G.;;rk-geestelijke/kloosterling
croe005;Croesen;Anthony;;luthers predikant/leraar
croe006;Croeser;H.;;medicus/apotheker
croe006;Croeser;H.;;vertaler
croe007;Croesere;M.;;ambtenaar
croe009;Croes;J.;van;beeldend kunstenaar/illustrator/tekenaar
croe010;Croese;F.;;beeldend kunstenaar/illustrator/tekenaar
croe011;Croeser;Jakob Hendrik;;medicus/apotheker
croe012;Croesink;Hendrik;;politicus/staatsman/bestuurder
croe021;Croegaert;August;;leraar/docent/hoogleraar
croe021;Croegaert;August;;rk-geestelijke/kloosterling
croi001;Croiset;Max;;toneelspeler
croi002;Croiset van Uchelen;Ton;;archivaris/bibliothecaris
croi004;Croix;Jacobus;de la;herv./geref. predikant/leraar
croi004;Croix;Jacobus;de la;vertaler
croi004;Croix;Jacobus;de la;herv./geref. predikant/leraar
croi007;Croiset;Arnoldus;;militair/officier
croi010;Croix;J.G.;de la;beeldend kunstenaar/illustrator/tekenaar
croi011;Croix;P.F.;de la;schilder
croi012;Croix;André;de la;architect/bouwmeester/bouwkundig ingenieur
croi013;Croix;;la;schilder
croi017;Croissant;Edmond;;arbeider/werkman
crok001;Croke;Richard;;leraar/docent/hoogleraar
crol001;Crols;Frans;;onderwijzer (basisschool)
crol002;Crol;J.B.;;medicus/apotheker
crol002;Crol;J.B.;;zeevarende
crol003;Crol;J.D.;;politicus/staatsman/bestuurder
crol004;Croles;J.J.;;architect/bouwmeester/bouwkundig ingenieur
crol005;Croll;Charles;;politicus/staatsman/bestuurder
crol006;Croll;Cornelis;;ambtenaar
crol007;Crols;A.;;rk-geestelijke/kloosterling
crol008;Crol;Pieter Jansz;;zeevarende
crol009;Croll;Reina;;vertaler
crol010;Crollen;Ferdinand;;boekdrukker/uitgever
crom001;Crom;Mattheus;;boekdrukker/uitgever
crom007;Crombez;Gustaaf;;boekdrukker/uitgever
crom011;Crommelin;Petrus Samuel;;advocaat/jurist
crom012;Crommelin;C.A.;;natuurwetenschapper
crom015;Crom;Jacob;;rk-geestelijke/kloosterling
crom016;Crom;Th.;;rk-geestelijke/kloosterling
crom018;Cromjongh;J.K.A.;;onderwijzer (basisschool)
crom018;Cromjongh;J.K.A.;;vertaler
crom019;Crommedijck;S. Jz.;;koopman/zakenman/indust.
crom020;Crommelin;B.;;militair/officier
crom021;Crommelin;J.;;ambtenaar
crom022;Crommelin;S.;;herv./geref. predikant/leraar
crom023;Crommelin;W.;;militair/officier
crom023;Crommelin;W.;;ambtenaar
crom024;Crompvliet;Adrianus;;rk-geestelijke/kloosterling
crom025;Crompvliet;J.;;rk-geestelijke/kloosterling
crom028;Cromhout;Adriaan Reinierszoon;;politicus/staatsman/bestuurder
crom029;Cromhout;Nikolaas;;advocaat/jurist
crom030;Cromhuizen;Jodocus;;militair/officier
crom030;Cromhuizen;Jodocus;;zeevarende
crom031;Cromme;Eilard;;politicus/staatsman/bestuurder
crom032;Crommius;Adrianus;;leraar/docent/hoogleraar
crom034;Crombrugge;R.;van;vertaler
crom036;Crombez;Jozef;;arbeider/werkman
crom036;Crombez;Jozef;;politicus/staatsman/bestuurder
crom037;Crmobrugghe;Frédéric Emile Marie;de;politicus/staatsman/bestuurder
crom038;Crombrughe;Judocus;van;leraar/docent/hoogleraar
crom038;Crombrughe;Judocus;van;rk-geestelijke/kloosterling
crom039;Crombag;H.F.M.;;zielsverzorger/psychol/ps.ther.
crom040;Crommelinck;Constant;;magistraat
crom041;Crombrugghe;Alfred;de;militair/officier
crom044;Crommelin;Pieter Samuel;;ambtenaar
crom044;Crommelin;Pieter Samuel;;magistraat
cron002;Cronheim;Paul;;musicus/minstreel/jongleur
cron002;Cronheim;Paul;;vertaler
cron003;Cronin;Jeremy;;politicus/staatsman/bestuurder
cron004;Cronenburg;Hendrik;van;militair/officier
cron005;Cronenburg;Willem;van;militair/officier
cron006;Cronenburg;Jan;van;politicus/staatsman/bestuurder
cron006;Cronenburg;Jan;van;militair/officier
cron007;Cronenburg;Jan;van;militair/officier
cron008;Cronenburg;Adriaan;van;schilder
