pers_id;achternaam;voornaam;voorvoegsel;omschrijving
viss008;Visscher;L.G.;;ambtenaar
viss008;Visscher;L.G.;;historicus/archeoloog
viss009;Visscher;Lode;de;leraar/docent/hoogleraar
viss009;Visscher;Lode;de;ambtenaar
viss012;Visser;Ab;;journalist/redacteur
viss013;Visser;Ad;;musicus/minstreel/jongleur
viss016;Visser-Bakker;Jant;;onderwijzer (basisschool)
viss017;Visser Bender;J. P.;;beeldend kunstenaar/illustrator/tekenaar
viss023;Visser;Gerrit;;journalist/redacteur
viss023;Visser;Gerrit;;onderwijzer (basisschool)
viss023;Visser;Gerrit;;schilder
viss024;Visser;H.A.;;herv./geref. predikant/leraar
viss025;Visser;Hans;;natuurwetenschapper
viss035;Visser;Willem Frederik Hendrik;;onderwijzer (basisschool)
viss036;Visser;Willem M.;;leraar/docent/hoogleraar
viss039;Visser;Piet;;archivaris/bibliothecaris
viss039;Visser;Piet;;leraar/docent/hoogleraar
viss039;Visser;Piet;;historicus/archeoloog
viss040;Vissering;S.;;advocaat/jurist
viss043;Visschers;Peter Jozef;;onderwijzer (basisschool)
viss044;Visser;H.W.C.A.;;herv./geref. predikant/leraar
viss045;Visser;Jacob;;advocaat/jurist
viss048;Vissering;Gerbrand;;herv./geref. predikant/leraar
viss050;Visser;R.P.W.;;leraar/docent/hoogleraar
viss050;Visser;R.P.W.;;natuurwetenschapper
viss051;Visscher;A.A.T.;;advocaat/jurist
viss051;Visscher;A.A.T.;;journalist/redacteur
viss055;Visser;Marinus Willem;de;leraar/docent/hoogleraar
viss056;Visser van Yzendoorn;A.C.;;politicus/staatsman/bestuurder
viss058;Visscher;Rinske;;archivaris/bibliothecaris
viss059;Visser;Philips Christiaan;;natuurwetenschapper
viss060;Visser;Pieter;;militair/officier
viss060;Visser;Pieter;;ambtenaar
viss062;Visser;A.J.;;leraar/docent/hoogleraar
viss063;Visser;Elizabeth;;historicus/archeoloog
viss063;Visser;Elizabeth;;leraar/docent/hoogleraar
viss064;Visser;Rian;;beeldend kunstenaar/illustrator/tekenaar
viss069;Visser;H.L.A.;;filosoof
viss075;Visser;J.Th.;de;politicus/staatsman/bestuurder
viss077;Visscher;Ad.;;luthers predikant/leraar
viss078;Visscher;F. Jz.;;zeevarende
viss079;Visscher;G.A.;;politicus/staatsman/bestuurder
viss080;Visscher;G.A.;;advocaat/jurist
viss081;Visscher;G. Sz.;;koopman/zakenman/indust.
viss082;Visscher;J. Gz.;;militair/officier
viss083;Visscher;Nic.;;koopman/zakenman/indust.
viss084;Visscher;Volkh.;;luthers predikant/leraar
viss085;Visscher;J.;de;schilder
viss086;Visscher;J.B.;de;rk-geestelijke/kloosterling
viss087;Visscher;Lambert;de;beeldend kunstenaar/illustrator/tekenaar
viss088;Visscher;Th.;de;rk-geestelijke/kloosterling
viss088;Visscher;Th.;de;leraar/docent/hoogleraar
viss089;Visser;Jan;;onderwijzer (basisschool)
viss090;Visser;L.C. Ph. W.;;architect/bouwmeester/bouwkundig ingenieur
viss091;Visser;A.;de;schilder
viss092;Visser;L.E.O.;de;natuurwetenschapper
viss093;Visser;Arnoud;;letterkundige (NIET-neerl.)
viss094;Visser;S.J.;;advocaat/jurist
viss101;Visscher;Adolph;;politicus/staatsman/bestuurder
viss102;Visscher;A.;;leraar/docent/hoogleraar
viss103;Visscher;Adriaan Canter;;politicus/staatsman/bestuurder
viss104;Visscher;Andries;;politicus/staatsman/bestuurder
viss106;Visscher;Carel Wouter;;advocaat/jurist
viss106;Visscher;Carel Wouter;;politicus/staatsman/bestuurder
viss107;Visscher;Cornelis;de;schilder
viss108;Visscher;G.;;beeldend kunstenaar/illustrator/tekenaar
viss109;Visscher;J.;de;medicus/apotheker
viss111;Visscher;Jan Jacobsz;;schilder
viss111;Visscher;Jan Jacobsz;;ambachtsman
viss112;Visscher;Lodewijk Gerhard;;militair/officier
viss113;Visscher;Teunis Kragt;;militair/officier
viss114;Visscher;Truitje Roemer;;beeldend kunstenaar/illustrator/tekenaar
viss115;Visscher;Johannes;;herv./geref. predikant/leraar
viss116;Visscherus;H.;;herv./geref. predikant/leraar
viss117;Visscherus;Martinus Gerarde;;rk-geestelijke/kloosterling
viss118;Vissenaken;Jeroen;van;beeldend kunstenaar/illustrator/tekenaar
viss119;Visser;;;beeldend kunstenaar/illustrator/tekenaar
viss121;Visser;Adrianus;de;schilder
viss121;Visser;Adrianus;de;leraar/docent/hoogleraar
viss125;Visser;J.;;doopsgezind predikant/leraar
viss126;Visser;J.G.;;beeldend kunstenaar/illustrator/tekenaar
viss127;Visser;Leonardus;;politicus/staatsman/bestuurder
viss132;Visscher;J.A.;;herv./geref. predikant/leraar
viss136;Visser;Lucie;;beeldend kunstenaar/illustrator/tekenaar
viss142;Vissering;E.;;vertaler
viss146;Visser;Aart;de;herv./geref. predikant/leraar
viss148;Visser;Adr.;;beeldend kunstenaar/illustrator/tekenaar
viss149;Visser;J.;;beeldend kunstenaar/illustrator/tekenaar
viss153;Visser;Lou;;beeldend kunstenaar/illustrator/tekenaar
viss155;Visser;Leo;;beeldend kunstenaar/illustrator/tekenaar
viss157;Visser;J.;de;beeldend kunstenaar/illustrator/tekenaar
viss164;Visser 't Hooft;J.C.;;vertaler
viss167;Visser 't Hooft;Wim;;theoloog
viss168;Visser;Carel;;beeldend kunstenaar/illustrator/tekenaar
viss171;Visser;S.;;leraar/docent/hoogleraar
viss172;Visser;Tess;;vertaler
viss179;Visser;J.;;vertaler
viss183;Visschere;Emiel;de;advocaat/jurist
viss188;Visschere;Frans;de;leraar/docent/hoogleraar
viss198;Visser;Wouter Jacobus Antonius;;vertaler
viss203;Visser;Gerard;;filosoof
viss207;Visser;Barbara;;beeldend kunstenaar/illustrator/tekenaar
viss211;Visser;Daan;;vertaler
viss213;Visser;Luit;;vertaler
viss220;Visser;Geertrui;;vertaler
viss220;Visser;Geertrui;;journalist/redacteur
viss221;Visser;C.;;advocaat/jurist
viss229;Visser;Edith;;fotograaf
viss253;Visscher;C.J.;;beeldend kunstenaar/illustrator/tekenaar
viss267;Visser;Bea;de;beeldend kunstenaar/illustrator/tekenaar
viss268;Visser;Claudia;;vertaler
viss272;Visser-Lemstra;Marjan;de;leraar/docent/hoogleraar
viss273;Visser;Erik;;boekdrukker/uitgever
viss278;Visscher;Selma;;toneelspeler
visv001;Visvliet;Jacob;;herv./geref. predikant/leraar
visv002;Visvliet;C.M.;van;ambtenaar
visv003;Visvliet;Egbert Pieter;van;politicus/staatsman/bestuurder
visv003;Visvliet;Egbert Pieter;van;medicus/apotheker
visv004;Visvliet;Lambertus;;herv./geref. predikant/leraar
visv005;Visvliet;Meinerd;van;politicus/staatsman/bestuurder
visv006;Visvliet;Omar;van;politicus/staatsman/bestuurder
vite003;Vitelli;Louis;van;architect/bouwmeester/bouwkundig ingenieur
vitr003;Vitringa;Lambertus Julius;;advocaat/jurist
vitr004;Vitringa;Campegius Lambertus;;advocaat/jurist
vitr005;Vitringa;Anne Johannes;;onderwijzer (basisschool)
vitr005;Vitringa;Anne Johannes;;leraar/docent/hoogleraar
vitr005;Vitringa;Anne Johannes;;letterkundige (NIET-neerl.)
vitr006;Vitringa;Herman Hendrik;;politicus/staatsman/bestuurder
vitr007;Vitriarius;J.J.;;leraar/docent/hoogleraar
vitr008;Vitriarius;Ph. R.;;leraar/docent/hoogleraar
vitr009;Vitrificis;E. Jz.;;rk-geestelijke/kloosterling
vitr010;Vitringa;Camp.;;leraar/docent/hoogleraar
vitr011;Vitringa;Campegius;;leraar/docent/hoogleraar
vitr012;Vitringa;Ernst;;architect/bouwmeester/bouwkundig ingenieur
vitr012;Vitringa;Ernst;;advocaat/jurist
vitr014;Vitringa;Horat. Wigeri;;ambtenaar
vitr014;Vitringa;Horat. Wigeri;;politicus/staatsman/bestuurder
vitr015;Vitringa;M.;;ambtenaar
vitr015;Vitringa;M.;;politicus/staatsman/bestuurder
vitr016;Vitringa;M.;;herv./geref. predikant/leraar
vitr017;Vitringa;Wiger;;advocaat/jurist
vitr017;Vitringa;Wiger;;schilder
vitr020;Vitringa Coulon;Aemilius;;medicus/apotheker
vitr022;Vitré;Pierre;;leraar/docent/hoogleraar
vits002;Vitse;Sven;;leraar/docent/hoogleraar
vitt001;Vitteus;F.;;herv./geref. predikant/leraar
vitu001;Vitu;Pieter;;medicus/apotheker
vitz001;Vitzthumb;Ignatius;;musicus/minstreel/jongleur
viva001;Vivaldi;Antonio;;musicus/minstreel/jongleur
viva002;Vivario;H.;de;advocaat/jurist
vive001;Viverius;Jacobus;;medicus/apotheker
vive003;Vivere;Gilles Karel;van de;schilder
vive005;Viverius;Jacobus;;beeldend kunstenaar/illustrator/tekenaar
vivi001;Vivianus;Johannes;;koopman/zakenman/indust.
vivi002;Vivien;Nicolaas;;advocaat/jurist
vlaa001;Vlaanderen;André Cornelis;;beeldend kunstenaar/illustrator/tekenaar
vlaa002;Vlaanderen;Lodewijk;van;militair/officier
vlaa002;Vlaanderen;Lodewijk;van;politicus/staatsman/bestuurder
vlaa007;Vlaanderen;Rob;;beeldend kunstenaar/illustrator/tekenaar
vlaa009;Vlaar;Maria;;beeldend kunstenaar/illustrator/tekenaar
vlaa010;Vlaar;Elly;;vertaler
vlac001;Vlack;Cornelis;;militair/officier
vlac003;Vlacq;Adriaan;;wiskundige
vlac005;Vlacq;J.;;politicus/staatsman/bestuurder
vlac007;Vlacq;R.;;zeevarende
vlac008;Vlacq;R.;;militair/officier
vlac009;Vlacq;Adriaan Roemer;;zeevarende
vlac010;Vlacq;Cornelis Jansz;;militair/officier
vlad002;Vladeracken;Chr.;;classicus
vlad002;Vladeracken;Chr.;;leraar/docent/hoogleraar
vlad003;Vladeracken;Jan;;classicus
vlad004;Vladeracken;P.;van;rk-geestelijke/kloosterling
vlae001;Vlaenderen;Michel;van;toneelspeler
vlae001;Vlaenderen;Michel;van;journalist/redacteur
vlae002;Vlaenderen;Rudi;van;advocaat/jurist
vlae002;Vlaenderen;Rudi;van;toneelspeler
vlae002;Vlaenderen;Rudi;van;journalist/redacteur
vlae003;Vlaerdinghen;Jan;van;musicus/minstreel/jongleur
vlae010;Vlaemynck;Carlos;;advocaat/jurist
vlae010;Vlaemynck;Carlos;;leraar/docent/hoogleraar
vlae011;Vlaemynck;Louisa;;rk-geestelijke/kloosterling
vlae012;Vlaenderen;J.;van;vertaler
vlak001;Vlakveld;Johannes;van;medicus/apotheker
vlak002;Vlak;Johannes;;herv./geref. predikant/leraar
vlam002;Vlam;J.J.;de;onderwijzer (basisschool)
vlam007;Vlam;Peter Hubert;de;onderwijzer (basisschool)
vlam008;Vlaminck;Lodewijk;de;medicus/apotheker
vlam011;Vlaming van Outshoorn;A.;de;koopman/zakenman/indust.
vlam012;Vlaming van Outshoorn;C.;de;rk-geestelijke/kloosterling
vlam013;Vlaming van Outshoorn;C.;de;politicus/staatsman/bestuurder
vlam014;Vlaming van Outshoorn;C.;de;politicus/staatsman/bestuurder
vlam015;Vlaming van Outshoorn;D.;de;magistraat
vlam016;Vlaming van Outshoorn;D.;de;militair/officier
vlam017;Vlaming van Outshoorn;P.;de;koopman/zakenman/indust.
vlam018;Vlaming;Jan;de;schilder
vlam020;Vlamingh;Willem;de;zeevarende
vlam021;Vlamink;Jan;du;beeldend kunstenaar/illustrator/tekenaar
vlam021;Vlamink;Jan;du;ambachtsman
vlam023;Vlam;Valère;de;leraar/docent/hoogleraar
vlam024;Vlamynck;Joris;;rk-geestelijke/kloosterling
vlam024;Vlamynck;Joris;;archivaris/bibliothecaris
vlam027;Vlaminck;Maurice;de;schilder
vlam036;Vlamings;Harry;;beeldend kunstenaar/illustrator/tekenaar
vlam036;Vlamings;Harry;;leraar/docent/hoogleraar
vlas001;Vlaskop;Anton;;kunsthistoricus/kunsthandelaar
vlas006;Vlasveld;Jan;;beeldend kunstenaar/illustrator/tekenaar
vlee003;Vleeschouwer;Frans;De;onderwijzer (basisschool)
vlee005;Vleeschouwer;Lodewijk;;onderwijzer (basisschool)
vlee005;Vleeschouwer;Lodewijk;;boekdrukker/uitgever
vlee007;Vleertman;W.;;militair/officier
vlee009;Vleeshouwer;Izaak;;schilder
vlee010;Vleeschauwer;H.J.;de;filosoof
vlee010;Vleeschauwer;H.J.;de;historicus/archeoloog
vlee011;Vleeschauwer;A.;de;politicus/staatsman/bestuurder
vlee014;Vleeschauwer;Kamiel;de;onderwijzer (basisschool)
vlee016;Vleeschouwer;H.J.;de;filosoof
vlee016;Vleeschouwer;H.J.;de;historicus/archeoloog
vlee022;Vleeskruijer;R.;;leraar/docent/hoogleraar
vleg001;Vlegel;Jurriaen;;schilder
vlek003;Vlek;Ronald;;vertaler
vlem001;Vlemminx;Paul;;historicus/archeoloog
vlem002;Vleminxc;G.;;rk-geestelijke/kloosterling
vler001;Vlerick;J.;;rk-geestelijke/kloosterling
vler004;Vlerick;André;;leraar/docent/hoogleraar
vler004;Vlerick;André;;politicus/staatsman/bestuurder
vler004;Vlerick;André;;koopman/zakenman/indust.
vler006;Vlerick;Pierre;;schilder
vler006;Vlerick;Pierre;;beeldend kunstenaar/illustrator/tekenaar
vlet001;Vletter;Willem Cornelis;de;onderwijzer (basisschool)
vlet004;Vletter;Samuel;de;schilder
vlet006;Vletter;Jacob;de;journalist/redacteur
vleu001;Vleugel;Guus;;politicus/staatsman/bestuurder
vleu018;Vleuten Jr.;Sam.;van;beeldend kunstenaar/illustrator/tekenaar
vley001;Vleytingen;G.;van;rk-geestelijke/kloosterling
vlie008;Vliet;Eddy;van;advocaat/jurist
vlie012;Vliet;Joannes;van der;leraar/docent/hoogleraar
vlie012;Vliet;Joannes;van der;letterkundige (NIET-neerl.)
vlie013;Vliet;Jan;van;advocaat/jurist
vlie016;Vliet;Pieter;van der;onderwijzer (basisschool)
vlie016;Vliet;Pieter;van der;leraar/docent/hoogleraar
vlie017;Vlietinck;Edward;;advocaat/jurist
vlie019;Vlieger;Cornelia;de;schilder
vlie022;Vliebergh;Jan Emiel;;leraar/docent/hoogleraar
vlie023;Vliegen;W.H.;;journalist/redacteur
vlie026;Vliechop;E. Jzn.;;zeevarende
vlie027;Vliegenthart;W.;;herv./geref. predikant/leraar
vlie028;Vlieger;A.;de;onderwijzer (basisschool)
vlie029;Vlieger;S.;de;schilder
vlie030;Vliegher;L.;de;rk-geestelijke/kloosterling
vlie031;Vlierden;D.;van;ambtenaar
vlie032;Vlierden;G.;van;rk-geestelijke/kloosterling
vlie033;Vlies;B.;van der;architect/bouwmeester/bouwkundig ingenieur
vlie034;Vliet;Fab.;de;advocaat/jurist
vlie034;Vliet;Fab.;de;ambtenaar
vlie035;Vliet;H. Cz.;van;schilder
vlie036;Vliete;W.;van den;rk-geestelijke/kloosterling
vlie038;Nykerk;Vlieger;van de;zeevarende
vlie041;Vlieg;David;;zeevarende
vlie041;Vlieg;David;;militair/officier
vlie042;Vlieger;;;schilder
vlie044;Vlieger;H.;de;schilder
vlie045;Vlieger;T.;de;schilder
vlie048;Vlierden;Jan;van;ambachtsman
vlie048;Vlierden;Jan;van;beeldend kunstenaar/illustrator/tekenaar
vlie050;Vliet;Cornelis;van der;herv./geref. predikant/leraar
vlie051;Vliet;Gilles;van;schilder
vlie051;Vliet;Gilles;van;beeldend kunstenaar/illustrator/tekenaar
vlie052;Vliet;J.;van of van der;beeldend kunstenaar/illustrator/tekenaar
vlie053;Vliet;Jeremias;van;politicus/staatsman/bestuurder
vlie054;Vliet;Jhr. Johan van Woerden;van;politicus/staatsman/bestuurder
vlie055;Vliet;Willem;van der;schilder
vlie060;Vliet;Ger;van;beeldend kunstenaar/illustrator/tekenaar
vlie065;Vlierberghe;Jozef;van;onderwijzer (basisschool)
vlie066;Vliet;Helen;van;beeldend kunstenaar/illustrator/tekenaar
vlie069;Vliet van Dam;L.J.C.;van;journalist/redacteur
vlie070;Vliet;Veronica;van;beeldend kunstenaar/illustrator/tekenaar
vlie071;Vliet;Freek;van;beeldend kunstenaar/illustrator/tekenaar
vlie072;Vliek;Rika;;vertaler
vlie084;Vliet;Christoffel Jacobus;van;koopman/zakenman/indust.
vlie091;Vlieger;J.F.;de;herv./geref. predikant/leraar
vlie092;Vlielander Hein;M.;;schilder
vlie110;Vliet de Brueijs;Fien;van de;beeldend kunstenaar/illustrator/tekenaar
vlie113;Vliet;Wout;van;beeldend kunstenaar/illustrator/tekenaar
vlie114;Vliet;F.;van;beeldend kunstenaar/illustrator/tekenaar
vlie115;Vliet;Elfred;van der;journalist/redacteur
vlij002;Vlijmen;Bernardus Reinerus Franciscus;van;militair/officier
vlij002;Vlijmen;Bernardus Reinerus Franciscus;van;politicus/staatsman/bestuurder
vlij003;Vlijmen;Jan;van;musicus/minstreel/jongleur
vlij004;Vlijtarp;J.;;historicus/archeoloog
vlij004;Vlijtarp;J.;;vertaler
vlij006;Vlijmen;Bernard;van;beeldend kunstenaar/illustrator/tekenaar
vlij010;Vlijmen;Monaa;van;beeldend kunstenaar/illustrator/tekenaar
vlim001;Vlimmerius;J.;;rk-geestelijke/kloosterling
vlis002;Vlist;Ed;van der;historicus/archeoloog
vlis003;Vlissingen;P.;van;diplomaat
vlis004;Vlissingen;W.P.;van;leraar/docent/hoogleraar
vlis005;Vlissingen;P. Fentener;van;koopman/zakenman/indust.
vlis009;Vlis;Ingrid;van der;historicus/archeoloog
vlod001;Vlodorp;G.;van;magistraat
vlod002;Vlodorp;G.;van;magistraat
vlod003;Vlodorp;Joh.;van;magistraat
vlod004;Vlodorp;W.;van;politicus/staatsman/bestuurder
vlod008;Vlodrop;Elisab.;van;rk-geestelijke/kloosterling
vloe003;Vloers;Peeter;;herv./geref. predikant/leraar
vloe006;Vloedgraven-Stuyver;W.;;leraar/docent/hoogleraar
vloe008;Vloemans;Antoon;;filosoof
vloo002;Vlooten;Cornelis Hendricus;van;rk-geestelijke/kloosterling
vloo003;Vlooswijck;B. Gz.;van;ambtenaar
vloo003;Vlooswijck;B. Gz.;van;politicus/staatsman/bestuurder
vloo004;Vlooswijck;G. Cz.;van;ambtenaar
vloo004;Vlooswijck;G. Cz.;van;politicus/staatsman/bestuurder
vloo005;Vlooten;C.;van;rk-geestelijke/kloosterling
vloo008;Vloodt;H.H.M.T.;van der;rk-geestelijke/kloosterling
vlot001;Vloten;Francisca;van;vertaler
vlot001;Vloten;Francisca;van;advocaat/jurist
vlot002;Vloten;J.;van;historicus/archeoloog
vlot002;Vloten;J.;van;filosoof
vlot003;Vloten;Willem Antony;van;herv./geref. predikant/leraar
vlot004;Vloten;Willem;van;herv./geref. predikant/leraar
vlot005;Vloten;Gerlof;van;leraar/docent/hoogleraar
vlot006;Vlottes;Guido;;beeldend kunstenaar/illustrator/tekenaar
vlot008;Vloten;Frank;van;agrariër
vlot018;Vlot;Henny;;vertaler
vlug004;Vlugt;L.C.;van der;architect/bouwmeester/bouwkundig ingenieur
vlug005;Vlugt;W.;de;politicus/staatsman/bestuurder
voch001;Vocht;H.;de;filosoof
voch003;Vocht;Matth.;;rk-geestelijke/kloosterling
voch003;Vocht;Matth.;;leraar/docent/hoogleraar
vock001;Vockestaert;H.M.;;advocaat/jurist
voec001;Voecht;Jac.;de;rk-geestelijke/kloosterling
voec002;Voecht;Jacob;;ambtenaar
voec002;Voecht;Jacob;;advocaat/jurist
voeg001;Voegen van Engelen;Jacob;;medicus/apotheker
voeg001;Voegen van Engelen;Jacob;;natuurwetenschapper
voer002;Voerman sr.;Jan;;beeldend kunstenaar/illustrator/tekenaar
voer002;Voerman sr.;Jan;;schilder
voer003;Voermans;Erik;;musicus/minstreel/jongleur
voer004;Voeren;J.;;rk-geestelijke/kloosterling
voer005;Voerman;Hendrik;;beeldend kunstenaar/illustrator/tekenaar
voer006;Voerst;Robbert;van;beeldend kunstenaar/illustrator/tekenaar
voer007;Voerst;Derk Erast;van;politicus/staatsman/bestuurder
voer008;Voerst;Hiddo;van;politicus/staatsman/bestuurder
voer010;Voerman jr.;Jan;;beeldend kunstenaar/illustrator/tekenaar
voer010;Voerman jr.;Jan;;schilder
voes001;Voester;J.G.;;militair/officier
voes002;Voes;Hendrik;;rk-geestelijke/kloosterling
voes002;Voes;Hendrik;;rk-geestelijke/kloosterling
voet003;Voet;Johannes Eusebius;;medicus/apotheker
voet003;Voet;Johannes Eusebius;;ambtenaar
voet004;Voet;Leon;;historicus/archeoloog
voet005;Voeten;Bert;;vertaler
voet008;Voetius;Gisbertus;;theoloog
voet008;Voetius;Gisbertus;;leraar/docent/hoogleraar
voet008;Voetius;Gisbertus;;herv./geref. predikant/leraar
voet010;Voet;Paulus;;advocaat/jurist
voet010;Voet;Paulus;;leraar/docent/hoogleraar
voet011;Voet;Aarnout Walraat Karel;;herv./geref. predikant/leraar
voet012;Voet van Campen;Johannes Eusebius;;herv./geref. predikant/leraar
voet014;Voet;Aldegonda;;rk-geestelijke/kloosterling
voet015;Voet;Carel Borchart;;schilder
voet016;Voet;Dan.;;leraar/docent/hoogleraar
voet016;Voet;Dan.;;filosoof
voet017;Voet;Dirk;;leraar/docent/hoogleraar
voet019;Voet;Jan Hendr.;;militair/officier
voet020;Voet;Joh.;;advocaat/jurist
voet020;Voet;Joh.;;leraar/docent/hoogleraar
voet021;Voet;Marc.;;rk-geestelijke/kloosterling
voet022;Voet;Nic.;;magistraat
voet023;Voet;Nic.;;herv./geref. predikant/leraar
voet024;Voet;Paul.;;militair/officier
voet025;Voet;Paulus;;leraar/docent/hoogleraar
voet026;Voet van Winssen;P.;;magistraat
voet028;Voet;David;;leraar/docent/hoogleraar
voet029;Voet;Alexander;;beeldend kunstenaar/illustrator/tekenaar
voet030;Voeth;Gerhard;;politicus/staatsman/bestuurder
voge001;Vogel;Albert;;toneelspeler
voge005;Vogel;Jan;;beeldend kunstenaar/illustrator/tekenaar
voge005;Vogel;Jan;;musicus/minstreel/jongleur
voge006;Vogel;Loden;;zielsverzorger/psychol/ps.ther.
voge007;Vogel sr.;Albert;;militair/officier
voge007;Vogel sr.;Albert;;vertaler
voge008;Vogelaar;Jacq Firmin;;journalist/redacteur
voge008;Vogelaar;Jacq Firmin;;vertaler
voge009;Vogelaere;Hubert;de;journalist/redacteur
voge013;Voges;Carol W.;;beeldend kunstenaar/illustrator/tekenaar
voge015;Vogel;Joan Henri Théodore;de;onderwijzer (basisschool)
voge016;Voget;Carl Octavius;;herv./geref. predikant/leraar
voge019;Vogel;J.Ph.;;letterkundige (NIET-neerl.)
voge020;Vogel;Marianne;;letterkundige (NIET-neerl.)
voge020;Vogel;Marianne;;filosoof
voge024;Vogel;Jaap;;historicus/archeoloog
voge025;Vogels;P.J.M.;;historicus/archeoloog
voge026;Vogel;C.J.;de;filosoof
voge027;Vogedes;Th.;;rk-geestelijke/kloosterling
voge028;Vogels;Eg.;;rk-geestelijke/kloosterling
voge029;Vogels;Peregr.;;rk-geestelijke/kloosterling
voge030;Vogelsanck;Rein.;;rk-geestelijke/kloosterling
voge031;Vogelsanck;J.;van;politicus/staatsman/bestuurder
voge032;Vogelsanck;J.;van;politicus/staatsman/bestuurder
voge033;Vogelsanck;J.;van;politicus/staatsman/bestuurder
voge034;Vogelsanck;J.;van;politicus/staatsman/bestuurder
voge035;Vogelsanck;P.;van;politicus/staatsman/bestuurder
voge036;Vogelsang;H.;;ambtenaar
voge037;Vogelsang;P.;;herv./geref. predikant/leraar
voge038;Vogelsangh;Reinerus;;herv./geref. predikant/leraar
voge039;Voget;A.;;herv./geref. predikant/leraar
voge044;Vogel;Johann Wilhelm;;zeevarende
voge047;Vogel;E.;;medicus/apotheker
voge048;Vogelaer;Pieter;;ambachtsman
voge048;Vogelaer;Pieter;;beeldend kunstenaar/illustrator/tekenaar
voge049;Vogelaer;Karel;van;schilder
voge050;Vogelaer;Claes Pietersz;;beeldend kunstenaar/illustrator/tekenaar
voge051;Vogellius;Hieronymus;;herv./geref. predikant/leraar
voge052;Vogelesangk;Izaak;;schilder
voge053;Vogelzangers;Nathanael;;herv./geref. predikant/leraar
voge054;Vogelzanck;Pieter;;politicus/staatsman/bestuurder
voge055;Vogelius;Ewaldus;;medicus/apotheker
voge059;Vogel;Leen;de;beeldend kunstenaar/illustrator/tekenaar
voge060;Vogelaere;F.;De;beeldend kunstenaar/illustrator/tekenaar
voge060;Vogelaere;F.;De;schilder
voge061;Vogel;Herma;;vertaler
voge064;Vogelaere;Jozef;de;rk-geestelijke/kloosterling
voge064;Vogelaere;Jozef;de;leraar/docent/hoogleraar
voge071;Vogel;Willem;;musicus/minstreel/jongleur
voge072;Vogel;Matthäus;;rk-geestelijke/kloosterling
voge073;Vogelweide;Walther;von der;musicus/minstreel/jongleur
voge083;Vogel;Steven;;journalist/redacteur
voge083;Vogel;Steven;;leraar/docent/hoogleraar
vogh001;Voght;Jozef;de;rk-geestelijke/kloosterling
vogh002;Voght;Peter Frans;de;onderwijzer (basisschool)
vogh002;Voght;Peter Frans;de;rk-geestelijke/kloosterling
vogi002;Vogin;Henry F.;;leraar/docent/hoogleraar
vogl001;Vögler;Hieronymus;;politicus/staatsman/bestuurder
vogl001;Vögler;Hieronymus;;advocaat/jurist
vogl002;Vogler;J.G.;;leraar/docent/hoogleraar
vogl003;Vogl;Ulrike;;leraar/docent/hoogleraar
vogt002;Vogt;Willem;;politicus/staatsman/bestuurder
vogt003;Vogt;Paul;;beeldend kunstenaar/illustrator/tekenaar
vogt004;Vogt;Friedrich Hermann Traugott;;historicus/archeoloog
vogt006;Vogtherr de jongere;Heinirch;;beeldend kunstenaar/illustrator/tekenaar
voh_001;Voh;Oswald;;beeldend kunstenaar/illustrator/tekenaar
voig001;Voigt;Cynthia;;leraar/docent/hoogleraar
voig004;Voigt;Johannes;;militair/officier
voig006;Voigts;Gustav;;koopman/zakenman/indust.
voir001;Voirborch;Corn.;de;rk-geestelijke/kloosterling
vois001;Voisin;Joseph;de;rk-geestelijke/kloosterling
vois003;Vois;A. Pz.;de;musicus/minstreel/jongleur
vois004;Vois;P. Az.;de;musicus/minstreel/jongleur
vois005;Vois;P. Az.;de;musicus/minstreel/jongleur
vois006;Vois;Arie;de;schilder
vois007;Vois;J.;de;schilder
volc004;Volcard;Jac.;;leraar/docent/hoogleraar
volc005;Volck;B.J.G.;;zeevarende
volc006;Volcke;Chr. W.;;leraar/docent/hoogleraar
volc007;Volcke;Frans;;musicus/minstreel/jongleur
volc009;Volckaert;J.;;rk-geestelijke/kloosterling
vold006;Volder;Erik;de;beeldend kunstenaar/illustrator/tekenaar
vold007;Volder;Daniël;de;militair/officier
vold010;Volder;Jan;de;historicus/archeoloog
vole002;Volenhove;H. Hz.;van;rk-geestelijke/kloosterling
volk001;Volker;T.;;journalist/redacteur
volk002;Volkerts;J.;;doopsgezind predikant/leraar
volk003;Volkach;H.;de;rk-geestelijke/kloosterling
volk004;Volker;A. Lz.;;architect/bouwmeester/bouwkundig ingenieur
volk005;Volkers;J.A.G.;;rk-geestelijke/kloosterling
volk006;Volkersz.;H.;;luthers predikant/leraar
volk011;Volkelius;Joh.;;herv./geref. predikant/leraar
volk012;Volkertz;Everhardus;;luthers predikant/leraar
volk012;Volkertz;Everhardus;;vertaler
volk013;Volkxsom;J.;Van;rk-geestelijke/kloosterling
volk014;Volkov;Solomon;;journalist/redacteur
volk014;Volkov;Solomon;;musicus/minstreel/jongleur
volk021;Volkerijk;Johan;;beeldend kunstenaar/illustrator/tekenaar
voll001;Vollenhove;Joannes;;herv./geref. predikant/leraar
voll004;Vollenhoven;C.;van;advocaat/jurist
voll007;Vollewens-Zeylemaker;Greta;;kunsthistoricus/kunsthandelaar
voll008;Vollenhove;Bernard;;schilder
voll009;Vollenhoven;Cornelis;;advocaat/jurist
voll009;Vollenhoven;Cornelis;;politicus/staatsman/bestuurder
